State,FIPS,inc.2008,inc.2009,inc.2010,inc.2011,inc.2012,inc.3yr,inc.5yr,pop.5y,inc.rate,harm.rate,Number; SEX AND AGE - Total population,Percent; SEX AND AGE - Total population - 10 to 14 years,Percent; SEX AND AGE - Total population - 15 to 19 years,Percent; SEX AND AGE - Total population - 55 to 59 years,Percent; SEX AND AGE - Total population - 60 to 64 years,Percent; RACE - Total population - One Race - White,Percent; RACE - Total population - One Race - Black or African American,Percent; RACE - Total population - One Race - Asian,Percent; HISPANIC OR LATINO - Total population - Hispanic or Latino (of any race),Percent; RELATIONSHIP - Total population - In households - Other relatives - Under 18 years,Percent; RELATIONSHIP - Total population - In households - Other relatives - 65 years and over,Percent; RELATIONSHIP - Total population - In households - Nonrelatives,Percent; RELATIONSHIP - Total population - In households - Nonrelatives - Unmarried partner,Percent; RELATIONSHIP - Total population - In group quarters - Institutionalized population,Percent; HOUSEHOLDS BY TYPE - Total households - Family households (families) [7],Percent; HOUSING OCCUPANCY - Total housing units - Vacant housing units,Divorce,Marriage,Percent; HOUSEHOLDS BY TYPE - Family households (families) - Married-couple family,Percent; HOUSEHOLDS BY TYPE - Nonfamily households - Householder living alone,Percent; HOUSEHOLDS BY TYPE - Households with one or more people 65 years and over,Estimate; HOUSEHOLDS BY TYPE - Average household size,Estimate; HOUSEHOLDS BY TYPE - Average family size,Percent Margin of Error; RELATIONSHIP - Nonrelatives,Percent; RELATIONSHIP - Nonrelatives - Unmarried partner,Percent; MARITAL STATUS - Never married,"Percent; MARITAL STATUS - Now married, except separated",Percent; MARITAL STATUS - Separated,Percent; MARITAL STATUS - Widowed,Percent; MARITAL STATUS - Divorced,"Estimate; FERTILITY - Per 1,000 women 15 to 50 years old",Percent; GRANDPARENTS - Responsible for grandchildren,Percent; EDUCATIONAL ATTAINMENT - Less than 9th grade,"Percent; EDUCATIONAL ATTAINMENT - 9th to 12th grade, no diploma",Percent; EDUCATIONAL ATTAINMENT - High school graduate (includes equivalency),"Percent; EDUCATIONAL ATTAINMENT - Some college, no degree",Percent; EDUCATIONAL ATTAINMENT - Bachelor's degree,Percent; EDUCATIONAL ATTAINMENT - Graduate or professional degree,Percent; EDUCATIONAL ATTAINMENT - Percent high school graduate or higher,Percent; EDUCATIONAL ATTAINMENT - Percent bachelor's degree or higher,Percent; VETERAN STATUS - Civilian veterans,Percent; DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION - With a disability,Percent; RESIDENCE 1 YEAR AGO - Same house,Percent; PLACE OF BIRTH - Native - Born in United States - State of residence,Percent; PLACE OF BIRTH - Foreign born,Percent; EMPLOYMENT STATUS - In labor force,Percent; EMPLOYMENT STATUS - In labor force - Armed Forces,Percent; EMPLOYMENT STATUS - Percent Unemployed,Percent; EMPLOYMENT STATUS - In labor force,Percent; EMPLOYMENT STATUS - All parents in family in labor force,Percent; CLASS OF WORKER - Government workers,Estimate; INCOME AND BENEFITS (IN 2012 INFLATION-ADJUSTED DOLLARS) - Median household income (dollars),Estimate; INCOME AND BENEFITS (IN 2012 INFLATION-ADJUSTED DOLLARS) - Mean household income (dollars),Percent; INCOME AND BENEFITS (IN 2012 INFLATION-ADJUSTED DOLLARS) - With Food Stamp/SNAP benefits in the past 12 months,Percent; HEALTH INSURANCE COVERAGE - With health insurance coverage,Percent; PERCENTAGE OF FAMILIES AND PEOPLE WHOSE INCOME IN THE PAST 12 MONTHS IS BELOW THE POVERTY LEVEL - All families,Percent; PERCENTAGE OF FAMILIES AND PEOPLE WHOSE INCOME IN THE PAST 12 MONTHS IS BELOW THE POVERTY LEVEL - All families - With related children under 18 years,Percent; HOUSING OCCUPANCY - Vacant housing units,Estimate; VALUE - Median (dollars),Estimate; GROSS RENT - Median (dollars)
39,39023,1,1,0,1,1,2,4,386845,10.34005868,25,138333,6.7,7.1,7.1,6.5,86.3,8.8,0.6,2.8,2.7,0.7,5.8,3,1,66.8,10.1,22.44761209,18.55098463,46.2,29.6,28.8,2.45,3.01,6.2,3.4,30.7,51.7,1.7,3.4,12.5,57,49.8,3.8,10.1,37.7,23.3,11.6,6,86.2,17.7,13.6,16.6,85.1,77.4,2.3,59.7,0.1,12,56.1,65.4,14.7,41235,53123,20.5,87.8,14.3,25.8,10.4,104400,658
39,39025,1,3,6,3,3,12,16,855421,18.70424037,12.5,197363,7.2,6.7,6.9,5.7,95.9,1.2,1,1.5,2.1,0.7,4.9,2.8,0.5,71.9,7.2,21.28353204,26.51850976,55.8,23.8,23.2,2.66,3.14,4.6,2,28,56.8,1.5,2.7,11.1,53,34.1,3.3,8.9,35.4,18.9,16.6,8.7,87.9,25.3,10,12.2,89.5,74.3,2.6,66.4,0.1,7.7,60.5,67.6,9.7,56530,72221,8.8,88.7,7.9,12.1,8.6,152000,759
39,39027,1,0,1,1,1,3,4,214202,18.67396196,25,42040,7.1,7.2,6.8,5.9,94.7,2.2,0.5,1.3,2.4,0.7,5,2.8,0.7,70.1,10.6,21.62949098,25.36608786,50.7,26.9,27.5,2.55,3.05,5.6,3,29.8,53.3,2.7,2.4,11.8,64,57.8,4.1,9.4,43.9,21.4,9.8,3.8,86.5,13.7,12.2,15.1,85.1,82.6,1,62.9,0,14,57.6,75.4,11.7,42269,53599,18,87.4,14.2,24,11.6,116100,668
39,39029,1,0,0,0,0,0,1,405118,2.468416609,0,107841,6.3,6.5,7.7,6.4,95.5,2.2,0.3,1.2,2,0.7,4.9,2.9,3.2,68.2,9.4,14.89819566,22.52405207,51.2,27.3,29.2,2.43,2.97,4.7,2.8,27,53,2.2,3.2,14.6,64,43.6,3.2,9.9,47.3,17.9,9,4.2,86.9,13.2,11.3,16.7,87,76.1,1.3,59.4,0,11.1,54.3,58.5,10.1,41930,53756,17.8,87.3,12.4,22.8,9.5,96800,583
39,39031,0,1,1,0,0,1,2,181774,11.00267365,0,36901,6.8,6.8,7.1,6.2,97,1.1,0.3,0.8,1.6,0.6,5,2.9,1,68.8,11.4,18.28457447,25.54845876,54.3,26.1,29.2,2.5,2.97,4.8,2.1,26.1,55.5,1.2,4,13.3,52,51.5,5,11,49.4,17,6.4,3.9,84,10.4,12.6,13.5,88.1,87.4,0.4,58,0,9.3,50.3,48.6,11.7,41125,50476,18.8,83.1,15.3,27.3,11.7,94400,571
39,39035,114,114,104,90,95,289,517,4412401,117.1697677,53.578337,1280122,6.5,7,7,5.8,63.6,29.7,2.6,4.8,2.2,0.9,4.9,2.7,1.2,58.7,12.3,18.12839724,16.77691686,37.7,36.7,27.4,2.34,3.12,4.8,2.3,40,44.1,1.7,3.3,10.9,49,45,3.4,9.2,28.8,22.3,17.6,11.8,87.4,29.4,8.8,14.1,85.3,73.3,7.1,63.5,0,12.1,59.5,69.3,13.3,42500,61813,17.7,88.1,14.4,23.9,14.4,125700,722
39,39039,0,0,0,1,0,1,1,193286,5.173680453,100,39037,7.1,7,7.3,5.9,92.8,1.9,0.3,8.7,1.9,0.5,4.7,2.5,0.8,70.7,8.7,20.95337873,28.32316818,52.3,24.5,25.8,2.49,2.9,5.6,2.6,30.4,54.2,1.8,1.5,12,53,47.3,2.9,8.3,42.3,21.4,10.1,6.2,88.8,16.3,11.1,13.4,85.4,73.8,1.9,64.6,0,10,59.5,81.4,11.4,46467,57675,13.2,88.5,11.4,21.5,8.4,108000,637
39,39041,0,2,1,0,0,1,3,548837,5.466103779,33.333333,174214,8.1,6.7,6.3,5.1,89.7,3.4,4.3,2.1,1,0.6,3.3,1.8,0.5,76.4,5.5,12.96122086,24.910626,65.3,19.8,19.5,2.72,3.15,3,1.6,24,65.9,1.1,1.5,7.5,52,29.1,1.4,2.9,20.2,18.2,32.3,18,95.7,50.3,7.8,7.1,88.3,68,5.9,70.7,0,4.8,64.2,66.8,14.3,87890,108612,5.9,95.4,3.6,4.4,4,245900,858
39,39043,0,0,1,0,0,1,1,241283,4.144510803,100,77079,6.5,6.6,7.8,7.1,87,8.6,0.6,3.4,2.2,0.6,5,2.9,1.7,65.9,15.8,15.65578572,21.73492671,50.2,29.9,29.4,2.36,2.89,4.8,2.2,29.4,53.9,1.5,4.4,10.9,48,56.5,2.7,8.1,40.4,20.9,12.5,7.5,89.2,20,11.9,15.5,86.3,79.1,1.7,63.3,0,9.9,61.4,72.6,13.4,45870,61793,15.5,89.1,8,15,15.6,136600,686
39,39045,0,3,0,2,1,3,6,656452,9.14004375,16.666667,146156,7.9,7.2,6.5,5.6,90.2,6,1.1,1.7,1.8,0.6,4.5,2.5,1.8,73.4,7.5,19.44585872,25.88536068,57.8,22.7,23.9,2.67,3.13,4.2,2.4,27.7,58.1,0.8,2.6,10.7,48,41.7,1.8,6.4,35.2,21.4,16.6,9.4,91.8,26,10.9,12.9,85.1,77.2,2.8,66.2,0.3,8.3,61.2,69.5,17.4,60375,73339,13.9,90.5,8,11.9,7.9,165600,773
39,39047,0,0,1,1,0,2,2,142738,14.01168575,50,29030,7,6.5,6.9,6.1,94.6,2,0.5,1.8,2.5,0.6,6,3.6,1.6,68.5,9.9,33.96114489,30.65855008,48.3,29.3,27,2.48,3.04,6.5,3.4,29.7,50.7,3.3,2.9,13.5,75,N,4.2,14,43,18,8.9,4.4,81.8,13.3,10.1,17.4,84.8,86.4,0.8,61.5,0.1,12.8,56.3,70.8,13.5,37753,48614,19.3,83,15.6,24.9,9.7,106900,698
39,39049,107,91,87,83,111,281,479,5301785,90.34693033,11.899791,1163414,6.3,7,5.8,4.7,69.2,21.2,3.9,4.8,2.1,0.6,7.8,3.3,0.7,58.3,9.5,22.93977652,21.4138745,39.7,32.9,18.6,2.47,3.19,8.2,3.1,41.2,44.4,1.8,2.3,10.3,(X),46.6,3.1,7.2,26,21,23,12.8,89.7,35.8,7.9,11.6,80,66.7,9.3,69.3,0.1,9.3,64.9,69.4,15.5,49670,67336,15.3,86.7,13.6,20.7,11.8,151200,800
39,39051,1,1,0,0,0,0,2,208508,9.591958102,100,42698,7.7,7.2,7.4,5.7,94.9,0.4,0.4,7.8,1.7,0.5,3.9,2.2,0.8,73.8,7,17.95092142,29.94117131,60.7,22.5,25.4,2.59,3,3.6,2.1,26.2,61.4,0.9,2.8,8.7,67,60.9,2.4,9.7,40,21.6,10.6,6,87.9,16.6,8.9,10,88.3,78.7,1.6,67.2,0,9.9,63,75.1,12.5,51644,63050,9.5,91.9,9.1,13.7,6.5,129300,671
39,39053,1,0,0,0,0,0,1,153804,6.501781488,0,30934,6.7,7,6.8,5.9,94.7,2.6,0.5,0.9,2.9,0.6,4.8,2.8,1.8,68.5,13.4,27.64227642,21.29787021,53.3,26,30.8,2.61,3.12,4.8,2.1,27.2,54.7,2.5,1.6,14,43,N,5.7,14.1,38.9,18.9,8.8,5.7,80.2,14.5,9.9,18.1,88.4,68.6,1.1,52.6,0,9.8,48.8,55.3,13.8,37830,53853,21.2,84.6,13.9,21,17.2,91900,584
39,39057,1,0,1,5,3,9,10,727296,13.74956001,30,161573,6.1,8.5,6.6,5.9,86.4,7.2,2.9,2.1,1.6,0.6,5.3,2.2,0.8,66.4,8,16.37945743,20.60817752,51.5,28.4,24.7,2.45,3,5,1.8,34.7,53,1.4,2.7,8.3,54,42.2,2.5,5.1,27.2,21.2,18.7,16.7,92.4,35.4,14.2,11.6,86.2,62.6,4.3,62.7,1.7,8.8,57.6,64.9,21.6,55153,72658,11.5,91.9,10,18,8.2,157700,825
39,39059,0,0,1,0,0,1,1,138702,7.209701374,0,40087,7,6.9,7.2,6.4,96,1.5,0.3,0.9,2.2,0.7,5,3,0.8,67.5,15.5,20.83663864,25.51528618,53.5,27.1,29.2,2.57,3.1,4.6,2.1,26.9,52.4,2,4.2,14.5,47,72.6,3.2,10.6,45,20.1,8.3,4.5,86.2,12.7,10.9,16.2,87.9,82.2,0.8,58.1,0.1,13,50.1,72.6,14.5,38102,49796,18,86.4,13.9,25.1,19.9,95200,576
39,39061,15,43,29,14,11,54,112,3562218,31.4410853,25.892857,802374,6.5,7.2,6.7,5.3,68.8,25.7,2,2.6,2.3,0.6,5.8,2.7,1.1,59.2,11.5,17.09769564,17.51516328,40.6,34,23.5,2.42,3.13,6.2,2.2,39.8,46,1.5,2.7,9.9,58,53.7,2.9,8.2,27.5,20.5,20.6,12.8,88.9,33.4,8.8,12.2,83.3,72.6,4.9,66,0,10.5,61.7,69.9,11.1,47643,69127,15.2,88.3,14,24.1,14.2,144700,692
39,39063,1,1,0,0,1,1,3,360249,8.327573428,0,74782,6.7,7.4,6.7,5.8,93.4,1.5,1.7,4.5,1.5,0.4,5.7,2.6,0.9,65.8,9,18.58516727,27.81409187,50.2,28.3,25.4,2.45,2.93,6.3,3.1,32,53.5,1.5,3,10,65,56.1,2,6.5,38.1,21.2,15.1,8.5,91.6,23.6,9.2,11.1,84.2,80.4,2.2,67.8,0.1,10,62.4,77,7.8,49400,62054,10.4,87.9,10.6,19.6,9.7,125900,659
39,39065,1,0,1,0,0,1,2,159493,12.53973529,50,32058,6.5,8.9,6.1,5.3,96.7,0.8,0.6,1.3,1.9,0.4,5.5,2.4,0.7,67.6,10.2,18.95275645,19.13311571,51.1,26.2,26.2,2.55,3.06,5.3,2.5,33,49.9,0.4,3.6,13,95,63.4,4.6,10.3,49.5,15.9,8.2,5.7,85.2,13.8,9.6,15.3,84.2,84.3,1.3,60.3,0,11.6,57.3,63.3,10,41367,52959,13.3,85.3,12,16.2,11.1,96800,628
39,39069,0,0,0,0,1,1,1,127624,7.835516831,0,28215,7.2,7.1,7,5.5,95.2,0.4,0.4,6.6,1.7,0.4,4.3,2.4,1.2,72.1,8.6,17.57758857,24.1052761,56.5,25,26.8,2.47,2.98,3.9,2.6,25.1,59.5,1.4,2.9,11.1,70,N,2.3,6.9,45.2,20.1,8.9,5,90.8,13.8,11.3,12.2,89.8,84,1.5,65,0,8.8,57.9,72.8,14,48576,57903,11.8,89.1,10.6,18.5,6.6,111700,669
39,39071,1,0,0,1,0,1,2,70243,28.47258802,0,43589,7.4,6.8,6.3,6,96.5,1.4,0.2,0.7,2.8,0.7,5.2,3,0.9,70.8,13.9,23.42854294,32.40820548,50.9,24.6,28.2,2.51,2.97,5,3.1,25,54.8,2.3,4.5,13.4,54,57.7,4.7,13,42.7,20.2,7.9,3.5,82.4,11.4,10,17,84.3,86.4,0.6,58.3,0,16.4,49.4,59.6,11.2,38198,46193,21.9,81.5,14.7,24.2,11.7,97700,611
39,39073,2,0,1,2,0,3,5,145873,34.27639111,0,29380,7.1,6.8,7,6.8,97.5,0.7,0.2,0.7,2.4,0.6,5.3,3.1,2.4,69.9,15.3,19.58348557,24.16184971,56.7,24.8,28.9,2.51,2.93,5.1,2.7,25.7,57.7,1.5,3.3,11.8,50,42.2,4,9.3,46.1,18.3,8.6,4.9,86.7,13.4,12.6,16,88.3,84.7,1.2,58,0,10.6,54.1,69.8,17.2,40981,52790,18.8,87.1,14,20.5,14.8,110600,555
39,39081,0,1,0,0,0,0,1,212289,4.710559662,0,69709,5.9,6.9,8,6.9,91.9,5.6,0.4,1.1,1.9,0.8,5.2,2.8,1,64.3,11.3,16.72714901,20.99318403,49.2,30.5,32.3,2.36,2.95,4.3,1.9,30.6,52.8,1.5,3.1,12,52,66.9,3.5,6.9,44.3,18.3,9.6,6.2,89.6,15.8,12.4,15.9,90.6,70.7,1.2,55.2,0,8.5,49.3,52.1,12.4,41095,53901,16.2,88.3,11.8,23.6,13.8,87200,600
39,39087,0,1,1,1,1,3,4,290543,13.76732532,0,62450,6.7,6.7,6.9,6.2,95.9,2,0.4,0.7,2.9,0.7,4.5,2.6,0.9,69.7,9.5,27.61236235,13.12534706,48.5,28.9,31.2,2.63,3.27,4.3,2.4,28.6,50.7,2.1,4.3,14.2,42,46,3.8,11.3,44.1,18.3,10.5,4.5,85,15.1,12,21.2,87.7,40,0.3,53.4,0,10.1,49.5,58.2,14.5,40232,50839,20.9,87.5,13,19.1,15,96300,620
39,39089,5,7,4,5,9,18,30,477676,62.8040764,6.666667,166492,7.2,7.3,6.7,5.9,93.2,3.4,0.7,1.4,2.1,0.6,5.1,2.9,0.7,70.6,7.7,19.80964394,24.39299321,55.1,24.9,25.8,2.56,3.05,4.9,2.4,28,56.5,1.2,2.7,11.6,53,48.7,2.7,7.9,37.4,21.6,15.1,6.9,89.4,22,12.4,13.2,86.6,78.7,1.7,66.7,0.1,8,62.3,72.1,14.6,53984,67635,13.8,88.6,9.6,15.7,8,150100,728
39,39091,0,0,2,0,0,2,2,154633,12.93384983,50,45858,7.3,7,7.3,6,95.3,1.6,0.5,1.2,2.1,0.5,5.2,2.9,0.8,69.4,21.9,22.01665125,27.78947368,52.6,25.2,27,2.46,2.93,5.2,3.1,25.5,56.4,2.7,2.9,12.5,73,33.5,3.6,10.8,48,16.2,9.3,6.5,85.6,15.8,10,14.8,86.6,85.6,1.4,61.7,0.1,9.6,57.2,65.3,11.3,44853,57145,15.6,85.9,12.9,22.6,20.6,116900,676
39,39093,9,9,6,11,1,18,36,998277,36.06213506,36.111111,301356,7,7.1,7,6.1,84.8,8.6,0.9,8.4,2,0.7,4.7,2.6,2.2,68.9,8.5,17.37509205,21.33800202,50.2,26.9,26.4,2.5,3.03,4.5,2.1,32.9,52.5,1.7,2.4,10.5,44,41.8,2.5,8.8,34.8,23.1,13.9,7.8,88.7,21.6,10.1,13.6,86.1,74.8,3,63.3,0,10.6,59.9,71.7,12.8,50230,64654,14.3,89.9,11.3,19.4,8.5,140100,726
39,39095,2,5,3,4,1,8,15,582009,25.77279733,0,441815,6.5,7.6,6.7,5.6,74,19,1.5,6.1,2.3,0.6,6.2,3.1,1.1,61.6,11,21.92672699,41.46765339,39.6,32.4,23.7,2.42,3.09,6.2,2.6,39.6,43.6,1.8,2.6,12.4,51,50.3,3,8.9,32.2,23.8,14.3,9,88,23.4,8.9,14.8,83.2,77.5,3.5,63.8,0.1,14.1,60,72,13.1,40416,56057,20.4,87.2,16.8,28.1,12.3,108400,646
39,39097,0,1,0,2,0,2,3,191974,15.62711617,0,43435,6.2,7,6.5,5.4,90.6,6.6,0.5,1.4,2.1,0.5,4.3,2.4,11.6,71.8,7.6,19.18888082,21.36317396,55.3,25.7,27,2.56,3.07,4.3,2.5,37,45.6,1.6,2.9,12.9,38,50.2,3.6,11.4,37.9,21.7,12.4,4.4,85,16.7,10.9,12.7,85.8,82.2,1.7,58.9,0,6.9,58.7,77.1,15.9,55121,67980,10.4,86.3,6.2,9.7,7.6,149100,736
39,39099,11,8,9,2,10,21,40,1079173,37.06541954,35,238823,6.3,6.8,7.7,6.4,79.9,15.7,0.7,4.7,2,1,4.3,2.5,2.4,63.5,11.7,13.9131369,16.64083445,42.5,33.1,31.9,2.35,3.01,4.5,2.6,35.3,47.8,1.8,4.2,10.9,47,49.1,3,8.3,39.6,21.7,13.5,7.5,88.8,21.1,10.8,15.7,89,77.7,3.1,59.2,0.1,12.2,56,71.2,13.1,40005,53666,17.9,89,13.2,25.3,12.7,97100,619
39,39101,2,2,0,1,0,1,5,329272,15.18501421,80,66501,6.3,6.6,7,6.1,91.1,5.7,0.5,2.3,2.4,0.6,5.5,3,7.9,68.2,11.3,28.47047632,24.68977869,50.3,25.7,28.1,2.39,2.81,5.8,3.5,33.7,45.9,2.3,2.4,15.7,49,63.8,3,12.5,43.2,22.1,6.6,4.6,84.5,11.2,10.7,17.9,80.8,81.2,1,53.4,0,9.9,51.6,68.8,13.5,41222,52228,20,86.3,14.7,25.7,10.7,99400,688
39,39103,0,1,0,0,2,2,3,566308,5.297470634,66.666667,172332,7.6,6.9,7,6.1,96.1,1.2,1,1.6,1.3,0.8,3.5,2,0.6,74,5.8,14.62489609,25.38019942,59.9,22.5,24.9,2.62,3.09,3.8,2.1,25.6,60.1,0.7,2.8,10.9,47,33.4,1.8,4.8,32.6,22.4,19.5,9.7,93.3,29.2,9.9,9.7,89.8,79,3,68.3,0.1,6.8,62.8,67.2,13,63609,78609,7.8,91.1,5.9,9.8,5.7,180300,813
39,39109,1,0,0,1,0,1,2,436028,4.586861394,0,102506,6.9,6.8,7,6.4,94.4,2,1.2,1.3,1.8,0.6,4.5,2.6,0.8,70,7.5,18.6996904,25.80885844,51.1,27.2,27.7,2.48,3.03,4.9,2.9,27.7,55.2,1.5,3.3,12.3,27,45.9,1.9,8.9,39,20.7,12.4,7.6,89.2,20,10.9,12.3,85.1,80.8,1.6,65.1,0.1,9.9,60.5,72.9,12.2,50594,61474,10,88.7,11,22.5,7.3,137900,700
39,39111,0,0,1,0,0,1,1,59530,16.79825298,100,14642,6.2,6.2,7.8,7.3,98.1,0.4,0.1,0.4,1.4,0.6,3.9,2.2,1,69,19.8,14.30395913,31.55774396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,39113,21,17,11,13,11,35,73,1948682,37.46121738,45.205479,535153,6.4,6.9,6.8,6,73.9,20.9,1.7,2.3,2.2,0.7,5.4,2.8,1.2,61.6,12.1,21.49692961,18.70861727,40.8,34.6,27,2.32,2.99,5.3,2.6,35.3,46.8,2.3,3.1,12.4,56,48.6,3.4,8.8,29.8,24.9,14.6,9.6,87.8,24.2,11.2,15.6,82.3,69.6,3.8,61.6,0.4,11.2,57,69,15,42100,56726,16,87.5,13.6,23.8,12.6,112300,710
39,39117,0,0,0,1,0,1,1,173857,5.751853535,0,34827,7.5,7.3,7.1,5.8,97.7,0.3,0.3,1.1,2.5,0.8,4.9,2.8,0.9,74.5,9.2,16.9992609,36.90664077,59.2,20.2,27.4,2.73,3.12,4.2,2.4,24.7,60.8,0.5,2,12,76,52,4.3,8.8,45.8,21.1,8,4.8,86.9,12.8,11.3,13.8,89.5,83.3,0.6,63.7,0.1,9.6,57.9,63.9,14.1,51623,60434,17.2,88.2,10.2,19.3,10.6,134700,698
39,39119,3,0,1,2,0,3,6,156782,38.26969933,0,86074,7.1,7.1,6.7,5.9,93,3.8,0.3,0.8,2.3,0.6,5.6,3.3,1.1,67.5,10,23.91999175,25.22405319,48.5,27.2,27.7,2.48,2.95,6.4,3.1,31.1,52,1.5,3.1,12.3,46,42.8,2.4,10.2,45.4,20.2,8.8,4.9,87.4,13.7,10.2,15.1,86.2,87,0.9,61,0.1,10.4,57.2,67.6,11.2,39829,49819,20.3,87,13.9,25.1,10.6,107000,622
39,39125,0,0,0,1,0,1,1,94073,10.63004263,0,19614,6.9,6.8,7.4,6,95.7,0.9,0.2,4.3,2,0.4,4.5,2.5,0.3,70.4,11.2,23.42305322,23.16854299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,39129,4,1,1,1,4,6,11,272183,40.41398618,18.181818,55698,6.9,7.1,6.4,5.6,94.5,3.4,0.4,1.1,2.4,0.6,4.7,2.7,7.5,72.8,7.8,21.30885547,20.98917048,57.7,22.8,26.3,2.69,3.1,5.7,2.6,31.9,50.9,1.8,3.7,11.7,72,44.5,2.9,12.2,42.2,18.5,11.7,5.7,84.9,17.4,10.3,16.3,84,82.9,0.5,58.7,0.1,7.7,57.7,67.3,17.2,54294,65910,15.7,89.6,10,17.4,9,146100,722
39,39131,0,0,1,0,0,1,1,141029,7.090740202,0,28709,7,7.1,6.6,5.9,96.6,0.9,0.2,0.7,3.1,0.6,5.5,3,1.4,70.3,11.8,24.03955877,27.17911877,46.9,26.8,27.4,2.59,3.13,4.7,3.2,25.2,49.4,3,3.6,18.7,47,33.2,7.4,16.1,45.3,14.4,7.3,3.8,76.5,11,10.9,21.9,85.4,84.7,0.6,54,0,20.1,47.8,73.9,16.5,35939,48099,28.7,85.2,19.5,30.6,13.1,97600,652
39,39133,0,1,0,0,1,1,2,466981,4.282829494,0,161419,6.3,9,6.7,5.6,92.3,4.1,1.4,1.3,1.5,0.7,7,2.7,0.6,65.5,7.8,22.0892775,18.0533037,50.3,26,24.6,2.58,3.08,7.8,2.7,36.7,48.1,1.6,2.5,11.1,43,58.2,2,7.4,38.5,20.3,15.8,9.3,90.7,25.1,9.5,11.6,83.2,76.7,2.9,67,0,10.9,62.6,68.4,11.8,51201,63852,12.1,89,10.7,18.8,11.1,152000,775
39,39135,0,0,0,0,1,1,1,206193,4.849825164,0,42270,7.2,6.7,7.3,6.5,97.6,0.4,0.4,0.6,2.3,0.7,4.5,2.4,0.7,72.6,8.6,19.86171052,22.17724935,55.6,24.3,28.8,2.54,3.03,4.2,2.2,27.3,57.6,0.8,3.2,11.1,35,29.7,3.9,8.6,46.1,21.7,8.6,3.5,87.5,12.1,12,15.6,86.8,71.5,1.1,64.3,0,8.3,58.5,65.1,12.6,47757,60657,13.1,87.3,8,13.5,8.5,116700,713
39,39139,4,1,2,2,3,7,12,585122,20.50854352,16.666667,124475,6.3,6.7,7.1,6.2,87.5,9.4,0.6,1.4,2,0.6,4.4,2.4,5.2,66.5,10.4,20.0971249,24.3664491,49.4,31,30,2.4,2.99,4.8,2.1,32.7,49.5,2.5,3,12.4,55,55.2,3.4,10.2,41.1,21.4,10.1,5.3,86.4,15.3,11.8,13.8,85.3,80.4,1.3,57.7,0.1,10.5,56.2,65.6,14.4,41697,54453,16,88,12.5,24,11.2,102600,614
39,39141,2,1,2,0,0,2,5,384664,12.99835701,0,78064,6.5,6.3,6.9,5.7,90.7,6.2,0.4,1,2.6,0.6,5.3,3.1,7.9,68.4,10,23.46408741,24.29980276,51.9,26.9,26.8,2.55,3.08,5.6,2.4,31.3,47.4,3,2.9,15.4,42,47.1,4,12,41.4,19.3,9.2,5.6,84.1,14.8,11.8,17.8,86,83.6,0.7,55.4,0,15.3,55.4,73.4,20.6,43089,56828,19.2,87.2,14,23.5,12.4,113700,648
39,39145,1,0,1,0,0,1,2,386836,5.170149624,50,79499,6.5,7,6.7,5.8,94.4,2.7,0.3,1.1,3.3,0.7,5,2.6,3.6,67.7,9.6,24.57606291,21.17481273,48.2,30.2,29.6,2.58,3.21,6,2.4,34.4,47.4,2.3,3.4,12.5,62,64.9,6.8,12.5,38.3,21.7,8.4,4.7,80.6,13.1,10.2,21.9,87.6,81,1.1,50,0,13,48,61.5,18.1,35269,48970,25.5,84.2,17.1,27.7,14,89500,547
39,39149,0,5,3,1,0,4,9,185232,48.58771703,11.111111,49423,7.8,7.2,6.7,5.5,94.7,1.9,0.9,1.3,1.9,0.5,4.7,2.5,0.8,72.6,8.5,21.30342159,29.98744368,58.2,20.5,24,2.63,3.03,5,3.1,27.4,58.4,1.1,2.6,10.4,39,53.5,2.8,9.7,45.5,17.9,9.1,5.5,87.6,14.6,9.5,11.8,89,84,1.1,65.2,0,7.7,60.2,77.5,10.4,51145,62078,10.1,89.6,8.5,12.6,8.2,121100,685
39,39151,1,1,2,3,2,7,9,1255578,7.168013457,11.111111,375586,6.6,7,7.2,6.3,88.7,7.6,0.7,1.6,1.9,0.7,5,2.8,1.2,66.5,8.6,18.63550767,22.49992111,48.4,29.2,28.6,2.45,3.04,4.6,2.4,31.6,51.7,1.5,3.1,12.2,56,47.2,2.7,7.7,39.2,21.3,14,6.8,89.6,20.8,11,13.3,87.4,82.3,1.9,63.5,0.1,11,59,69.9,10.6,44333,57489,15,88,10.9,19.7,9.6,121600,662
39,39153,41,27,34,32,34,100,168,1722804,97.51544575,20.238095,541781,6.6,7.1,7.1,6.1,80.6,14.4,2.2,1.6,1.8,0.7,5.5,2.6,0.9,63.3,9.1,18.33757814,20.60374243,45.3,31.5,26.3,2.43,3.07,5.5,2.2,35.2,49.8,1.6,3,10.3,54,43.3,2.3,7.3,32.6,20.6,19,10.3,90.4,29.3,9.9,12.7,88.8,77,4.3,64.9,0.1,10.8,60.2,70.3,12.4,48252,64905,14.5,88.4,11.4,19.6,10.5,134600,730
