State,FIPS,inc.2008,inc.2009,inc.2010,inc.2011,inc.2012,inc.3yr,inc.5yr,pop.5y,inc.rate,harm.rate,Number; SEX AND AGE - Total population,Percent; SEX AND AGE - Total population - 10 to 14 years,Percent; SEX AND AGE - Total population - 15 to 19 years,Percent; SEX AND AGE - Total population - 55 to 59 years,Percent; SEX AND AGE - Total population - 60 to 64 years,Percent; RACE - Total population - One Race - White,Percent; RACE - Total population - One Race - Black or African American,Percent; RACE - Total population - One Race - Asian,Percent; HISPANIC OR LATINO - Total population - Hispanic or Latino (of any race),Percent; RELATIONSHIP - Total population - In households - Other relatives - Under 18 years,Percent; RELATIONSHIP - Total population - In households - Other relatives - 65 years and over,Percent; RELATIONSHIP - Total population - In households - Nonrelatives,Percent; RELATIONSHIP - Total population - In households - Nonrelatives - Unmarried partner,Percent; RELATIONSHIP - Total population - In group quarters - Institutionalized population,Percent; HOUSEHOLDS BY TYPE - Total households - Family households (families) [7],Percent; HOUSING OCCUPANCY - Total housing units - Vacant housing units,Divorce,Marriage,Percent; HOUSEHOLDS BY TYPE - Family households (families) - Married-couple family,Percent; HOUSEHOLDS BY TYPE - Nonfamily households - Householder living alone,Percent; HOUSEHOLDS BY TYPE - Households with one or more people 65 years and over,Estimate; HOUSEHOLDS BY TYPE - Average household size,Estimate; HOUSEHOLDS BY TYPE - Average family size,Percent Margin of Error; RELATIONSHIP - Nonrelatives,Percent; RELATIONSHIP - Nonrelatives - Unmarried partner,Percent; MARITAL STATUS - Never married,"Percent; MARITAL STATUS - Now married, except separated",Percent; MARITAL STATUS - Separated,Percent; MARITAL STATUS - Widowed,Percent; MARITAL STATUS - Divorced,"Estimate; FERTILITY - Per 1,000 women 15 to 50 years old",Percent; GRANDPARENTS - Responsible for grandchildren,Percent; EDUCATIONAL ATTAINMENT - Less than 9th grade,"Percent; EDUCATIONAL ATTAINMENT - 9th to 12th grade, no diploma",Percent; EDUCATIONAL ATTAINMENT - High school graduate (includes equivalency),"Percent; EDUCATIONAL ATTAINMENT - Some college, no degree",Percent; EDUCATIONAL ATTAINMENT - Bachelor's degree,Percent; EDUCATIONAL ATTAINMENT - Graduate or professional degree,Percent; EDUCATIONAL ATTAINMENT - Percent high school graduate or higher,Percent; EDUCATIONAL ATTAINMENT - Percent bachelor's degree or higher,Percent; VETERAN STATUS - Civilian veterans,Percent; DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION - With a disability,Percent; RESIDENCE 1 YEAR AGO - Same house,Percent; PLACE OF BIRTH - Native - Born in United States - State of residence,Percent; PLACE OF BIRTH - Foreign born,Percent; EMPLOYMENT STATUS - In labor force,Percent; EMPLOYMENT STATUS - In labor force - Armed Forces,Percent; EMPLOYMENT STATUS - Percent Unemployed,Percent; EMPLOYMENT STATUS - In labor force,Percent; EMPLOYMENT STATUS - All parents in family in labor force,Percent; CLASS OF WORKER - Government workers,Estimate; INCOME AND BENEFITS (IN 2012 INFLATION-ADJUSTED DOLLARS) - Median household income (dollars),Estimate; INCOME AND BENEFITS (IN 2012 INFLATION-ADJUSTED DOLLARS) - Mean household income (dollars),Percent; INCOME AND BENEFITS (IN 2012 INFLATION-ADJUSTED DOLLARS) - With Food Stamp/SNAP benefits in the past 12 months,Percent; HEALTH INSURANCE COVERAGE - With health insurance coverage,Percent; PERCENTAGE OF FAMILIES AND PEOPLE WHOSE INCOME IN THE PAST 12 MONTHS IS BELOW THE POVERTY LEVEL - All families,Percent; PERCENTAGE OF FAMILIES AND PEOPLE WHOSE INCOME IN THE PAST 12 MONTHS IS BELOW THE POVERTY LEVEL - All families - With related children under 18 years,Percent; HOUSING OCCUPANCY - Vacant housing units,Estimate; VALUE - Median (dollars),Estimate; GROSS RENT - Median (dollars)
30,30085,1,0,0,0,0,0,1,49504,20.20038785,0,10425,8,8.9,6.5,4.5,35.8,0.1,0.4,1.3,7.6,0.3,5.3,2.9,1.4,71.7,12.6,3.249390739,16.39764284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,30087,0,0,1,0,0,1,1,46404,21.54986639,0,9233,8.3,7.9,7.7,6.1,61.3,0.3,0.5,3.4,5.4,0.4,4.3,2.6,0.7,68.3,16.3,4.49326011,12.12121212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,30089,0,0,0,1,0,1,1,56571,17.67690159,0,11413,5.8,6.4,9.8,9.6,91.6,0.1,0.3,2,1.5,0.6,4.4,2.1,1,62.6,23.3,3.822629969,20.65182317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,30095,1,0,1,0,0,1,2,44769,44.6737698,50,9117,6.2,6.3,9.6,7.7,96.8,0.1,0.3,2.3,1.1,0.4,3.4,2,0.5,70,21,3.589053387,31.70028818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,30099,0,1,0,0,0,0,1,30281,33.02400845,0,6073,7.2,6.9,7.5,6.8,96.3,0,0.1,1.3,0.7,0.5,2.5,1.6,0.8,67.1,15.3,6.890072033,18.86792453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,30105,1,0,0,0,0,0,1,35343,28.29414594,0,7369,6.4,6.7,8.4,7,87,0.2,0.5,1.2,1.9,0.6,3.9,2.2,1,62.4,34.5,9.952854898,19.20614597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,30111,11,16,5,7,7,19,46,733130,62.74467011,8.695652,147972,6.3,6.4,7.1,5.6,90.7,0.6,0.6,4.7,1.6,0.5,6.1,2.9,1.3,63.2,5.1,20.74653224,22.42656332,47.2,29.9,25.2,2.41,3,6.1,2.9,32.1,51.4,1.5,2.6,12.3,51,47.3,1.9,5.5,31,25.9,20.9,7.8,92.6,28.8,12.3,12.8,83.7,58.1,1.7,68.5,0.2,5.3,62.5,69.8,11.3,50000,64516,11.2,84.3,8.9,15.2,5.6,180200,696
31,31001,0,2,0,0,0,0,2,163799,12.21008675,0,31364,6.4,8.3,6.8,5.4,91.9,0.8,1.4,8.1,1.4,0.4,5.3,2.5,1,63.9,6.6,14.44092972,26.15265401,51.6,30.2,26.6,2.34,2.92,6.7,2.9,31.7,54.4,0.7,3,10.2,60,N,5.3,3.9,34.6,26.1,14.5,6.4,90.8,20.9,10.7,11.2,80.5,73.5,4.8,68.6,0,5.6,61.5,76.8,12.8,45879,61663,10.4,87.3,8.3,15.4,5.6,99200,609
31,31025,0,0,0,1,1,2,2,128246,15.5950283,50,25241,7.2,6.9,7.7,6.3,96.9,0.3,0.3,2.4,1.5,0.4,4.1,2.2,1.2,73,12.8,14.24666611,25.10900616,61.6,24.3,25.2,2.58,3.04,3.6,1.9,24.9,59.3,1.8,3.2,10.9,78,N,1.6,4.7,31.7,27.2,16.1,7.9,93.7,24.1,17.1,11.2,91.1,66.7,1.4,69,0.8,5.8,65.9,70,17.8,61515,74541,5.9,91.3,4.4,8.9,13.2,148600,722
31,31031,0,0,0,0,1,1,1,13257,75.43184733,0,5713,6.3,6,7.5,6.2,90.7,0.2,0.4,1.7,1.1,0.4,3.7,2.1,0.9,62.9,19.9,12.31766613,43.12823462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,31053,0,1,0,0,0,0,1,129118,7.744853545,0,36691,6.3,6.5,6.5,5.6,90.9,0.6,0.5,10.1,1.4,0.4,5.3,2.8,1.7,65.4,9.6,18.20851689,23.34368965,53.5,28.7,29.4,2.33,2.83,5.1,3.2,25.4,62.3,0.7,2.9,8.6,71,N,5.4,7.4,39,21.5,14.5,4.3,87.3,18.8,10.5,12.6,83.9,73.5,5.6,68.7,0.1,7.5,62,76.7,12,44454,55845,8.8,88.2,8.7,16.2,7.8,109800,644
31,31055,0,0,0,1,0,1,1,30415,32.87851389,0,517110,6.9,6.8,6,4.7,76.4,11.6,2.7,11.2,2,0.5,6.3,2.7,1,62.1,7.8,17.00174711,24.78304504,44.1,31.2,19.8,2.52,3.2,6.6,2.4,38,48.7,1.5,2.3,9.6,61,39.3,4.5,5.7,22.4,24.1,24.3,12.1,89.7,36.5,9.1,10.2,81.9,59.8,8.8,72.2,0.1,7.3,67.7,73.5,11.2,52428,71522,11.3,87.1,10.6,16.8,8.1,143100,780
31,31067,0,0,1,0,0,1,1,113921,8.778012833,0,22311,6.4,6.1,7.5,5.7,96.9,0.3,0.4,1.7,0.9,0.3,4.9,2.7,1.2,64.7,9.8,12.01255043,23.68635992,51.8,31.1,32.1,2.38,3.05,4.7,2.7,25.8,55.4,1.2,4.8,12.8,59,N,3.4,6.3,36.1,21.2,14.6,5.9,90.4,20.5,11.5,15.6,89.4,79.4,0.4,66,0,6,62.5,88.4,18.8,48338,58971,10.5,92.1,9.2,13.8,13.5,106300,552
31,31081,0,0,0,1,0,1,1,46315,21.59127712,100,9124,7.8,7.4,7.4,6.3,98.1,0.2,0.2,2,1.4,0.3,3.8,2,1.3,73.1,10.2,10.54766734,31.16769096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,31101,0,0,1,0,0,1,1,40206,24.87190967,100,8368,6.4,5.5,7.7,7.8,95.7,0.2,0.4,5.7,1.1,0.4,3.7,2.4,0.6,63.7,30.8,14.09070894,27.56990941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,31111,0,1,0,1,0,1,2,144959,13.79700467,50,36288,6.9,6.6,7.3,6,94.3,0.7,0.5,7.2,1.4,0.4,4.5,2.5,1.1,65,9.4,21.14362479,29.9313052,49.9,31.3,26.3,2.34,2.96,3.9,2.2,26,57.1,1.9,4.8,10.2,38,N,3.7,4.8,35.3,28.1,12.9,4.8,91.5,17.7,13.2,14.5,86.4,70.4,2.1,66.5,0,4.8,62,75.3,13.4,47633,60386,8.8,88.9,8.4,16.7,9,107800,572
31,31119,0,0,0,1,0,1,1,173178,5.774405525,100,34876,6.7,7.6,6.5,5.1,88.2,1.3,0.5,12.9,1.4,0.3,5.3,2.4,1.9,63.9,7.2,18.81803087,22.34240624,49.8,29.3,24.4,2.41,2.99,4.2,2,30.2,54.5,2,3,10.3,70,N,5.1,7,27.8,23,15.8,6.7,87.9,22.5,9.4,10.5,83.1,71,7.3,70.4,0.2,4.8,66.1,81.6,12.3,45904,59104,11.2,87.1,10.4,19.3,6.6,110400,602
31,31121,1,0,0,0,0,0,1,14238,70.23458351,100,7845,7,7.2,7.5,6.2,96.2,0.2,0.8,3.5,1,0.4,4.3,2.5,1.4,68,14.8,12.6244234,19.44321697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,31125,0,0,0,1,0,1,1,18007,55.53395902,0,3735,6.9,6.2,8,6.9,98,0.2,0.1,1.7,0.8,0.4,3.5,2,2.7,66,15.3,0.972289742,28.93309222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,31127,1,0,0,0,0,0,1,32296,30.96358682,0,7248,5.6,8.6,7.1,6.4,96.9,0.9,0.4,1.8,0.8,0.2,5.2,2.4,1.3,62.6,15.6,18.41321419,25.29104777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,31141,0,0,1,0,0,1,1,162437,6.156232878,0,32237,7.3,7.1,6.7,5.2,90,0.4,0.5,13.8,1.3,0.3,4.2,2.1,1,68.8,5.4,12.88117771,29.24822064,56.6,28.3,26,2.55,3.14,4,1.9,28.3,58.3,0.3,3.2,9.9,66,N,5.6,4.3,30.8,28,13,5.9,90.1,18.9,9.5,10,88.5,75.1,7.3,74.4,0,4.9,67.8,82.7,11,53582,63984,5.4,87.6,6.6,11.8,6.7,118900,606
31,31153,2,8,4,3,2,9,19,786913,24.14498172,21.052632,158840,7.6,6.9,5.4,4.4,87.4,4,2.1,7.3,1.4,0.5,4.3,2.2,0.4,73.2,6.2,18.62845445,19.51850256,59.4,21.5,16.5,2.69,3.16,3.7,1.9,28.8,61.2,1.1,1.3,7.6,73,45,2,2.9,23.6,26.1,23.4,12.2,95.1,35.6,16.6,7.6,82.8,52.5,5.6,76.4,2.8,5.9,71.4,70.5,17.3,67694,79099,5.5,92.8,5.9,10,4.8,162200,843
31,31177,3,0,0,0,0,0,3,88611,33.85584183,100,20234,7.5,7.9,7.3,6.4,97.2,0.6,0.3,2.1,1.2,0.3,3.4,1.9,0.9,72.7,6.5,8.655267047,22.89782567,66.2,23.1,24.7,2.55,3.01,2.6,1.7,26.7,65.1,0.6,1.7,5.9,67,N,1.4,2.9,34.8,21.8,22.9,7.5,95.8,30.4,11.8,9.9,91.1,75.9,0.5,69.5,0,2.4,62.1,61.4,13.2,71505,80531,3.3,93.3,4.2,8.7,7.1,174000,703
33,33001,1,2,2,3,1,6,9,295911,30.41455032,33.333333,60088,6.1,6.2,8.3,7.6,96.6,0.5,1.2,1.2,1.6,0.9,6.4,3.6,1.2,67.1,33.8,20.42893493,28.42679128,53.1,26.3,28.8,2.33,2.79,5.1,3.9,25.9,57.5,0.5,3.2,12.9,39,61.2,2.5,7,30.2,20.2,18.8,10.2,90.5,29,12.8,10.9,89.4,52.8,3.8,65.7,0.1,6.3,61.5,66.7,14.7,58047,71820,9.4,87.8,7.3,13,32.2,218000,889
33,33003,0,1,2,2,0,4,5,206250,24.24242424,40,47818,5.9,5.6,8.8,8.6,97.5,0.3,0.6,1,1.2,0.7,6.1,3.5,0.8,64.5,47.1,19.51085463,30.32935215,54.6,27.3,32.1,2.22,2.69,4.7,2.5,23.7,60.5,1.2,2.6,12,54,N,2.1,5.5,31.7,20.4,18.7,11,92.4,29.7,14.7,15,88.8,38,2.8,60.7,0.1,5.2,57.7,68.2,13.8,50335,66537,6,84,6.6,11.2,46.9,223000,905
33,33005,0,0,1,0,2,3,3,277296,10.81876406,0,77117,5.6,8.4,7.6,6.5,96.3,0.5,1.2,1.4,1.3,0.8,7.9,3.5,0.8,63.8,13.1,22.15626928,24.95936847,48.3,27.9,27.2,2.37,2.87,8.2,3.7,34.2,49.2,1.6,3.1,11.8,45,31.8,2.5,6.5,35.3,18.6,18.5,11.3,91.1,29.8,11.1,12.2,83.4,44.9,2.7,67.4,0.2,9,64,63.3,15.2,54921,70249,9.9,89,5.6,10.2,12.5,198800,943
33,33007,1,0,0,0,0,0,1,110750,9.029345372,0,33055,5.6,6,8.5,7.5,96.9,0.4,0.5,1.2,1.3,0.8,6.5,3.8,3.7,62.7,33.5,26.16055399,22.57810449,46.8,33.5,32.6,2.16,2.7,5.9,3.6,28.2,51.6,1.7,3.7,14.8,58,54,5.4,10.4,38.4,19.1,10.6,5.6,84.2,16.1,13.4,19.3,86.4,61.3,2.8,59.1,0,8.7,56.8,53.9,17.3,39246,51276,13.9,84.2,8.5,18.8,31.8,132000,650
33,33009,1,3,1,3,2,6,10,334102,29.93097916,10,89118,5.4,8.2,7.6,6.6,93.6,0.9,3,1.8,1,0.6,7.3,3.4,0.8,61.3,29.6,22.22222222,21.93351908,49.6,29.1,28.2,2.34,2.88,7.2,3.4,35.5,49.6,0.7,3,11.2,77,43.5,2.7,6.4,29.1,17.1,22,15.5,90.9,37.5,11.1,12.4,84.5,43.5,5.7,63.5,0.1,5.9,59.4,63.1,15.5,52839,73081,7.4,87.8,6.1,12.6,31.6,211500,892
33,33011,16,13,8,7,7,22,51,1898921,26.85735742,23.529412,400721,6.8,6.9,6.8,5.6,90.4,2.1,3.2,5.3,1.4,0.9,6.1,3.2,0.9,66.9,6.4,20.41906776,25.30539587,52.7,25.1,22.4,2.56,3.09,5.9,3.2,33,53.6,1.3,2.1,9.9,46,27.8,3.5,5.7,27.3,18.4,22.6,13,90.8,35.5,10,10.4,86.4,42.4,8.5,71.7,0.1,7.4,66.2,67.3,11.8,69395,86470,8.5,90.3,5.9,10.3,7.6,249100,1028
33,33013,2,1,1,2,3,6,9,615212,14.62910346,33.333333,146445,6.5,7.3,7.6,6.2,95.3,1,1.6,1.6,1.4,0.8,6.2,3.3,2.2,66.8,10.2,22.42908909,25.06907016,52.3,26.5,24.9,2.44,2.94,6.7,3.3,31.5,52.6,1,2.8,12.2,38,40.4,1.9,6.1,29.6,19.4,20.4,12.2,92,32.6,11.7,12.5,86.6,52.9,3.8,67.7,0,6.8,64.2,71.6,17.6,63357,76706,9.9,90,6.2,10.4,9.7,230200,899
33,33015,6,7,4,5,0,9,22,1373162,16.02141626,22.727273,295223,7,6.7,7.5,6.4,95.5,0.7,1.7,2.1,1.3,1,5.3,2.9,0.5,69.4,9.2,18.46052415,32.33634654,58.2,22.5,24,2.53,3,5,2.7,28.3,60.1,0.9,2,8.8,44,29.5,1.6,4.4,28.4,18.7,23.6,13.6,94.1,37.2,10.3,9.6,89.7,28.7,4.4,72.7,0.3,6.3,67.4,71.5,13.2,77813,95925,4.6,91.1,3.8,6.5,8.6,279600,1062
33,33017,4,2,1,7,2,10,16,607534,26.33597461,25,123143,5.8,8.7,6.3,5.2,93.8,1,2.6,1.8,1.2,0.7,8,3.6,0.8,63.4,8.9,24.68929852,21.23588605,48.2,25.4,23.5,2.5,3,8.7,3.9,36.6,48.5,0.9,2.5,11.5,43,39.4,2.6,6,29.6,19.3,19.2,11.9,91.4,31.1,10.8,12.8,79.1,49,4.6,69.1,0.3,8.1,65.6,76.6,16.8,55196,74277,12,87,8.6,15.6,10.8,220000,943
33,33019,0,1,0,0,0,0,1,158753,6.29909356,100,43742,6.2,5.9,8,7.2,97,0.4,0.6,1.1,1.6,0.8,7,4,0.8,66.3,18.9,22.48806284,24.9443549,54.5,24.3,29.3,2.41,2.86,5.8,3.1,26.8,58.1,0.7,2.4,12.1,38,N,3,7.1,36.1,18.8,16.6,10.7,89.9,27.2,13.4,14.7,87.6,51.5,2.8,66.3,0,6.9,64.5,76.9,15.1,55173,67021,8.4,87.5,6.8,12.7,20.8,172500,860
38,38015,0,0,2,3,0,5,5,410680,12.17492939,0,81308,6,6.7,6.9,5.4,93,0.6,0.5,1.2,0.9,0.3,5.2,2.5,1.9,62.4,5,15.94935923,26.25933236,51.1,30.3,23.1,2.35,2.93,5.9,3,32.6,55.4,0.7,1.6,9.7,66,39.6,3.7,2.9,24.3,21.6,21.2,11.8,93.4,33,10.6,10.3,83.6,74.6,1.3,72.5,0.4,3.7,70.1,84.2,19.6,60214,74480,6.6,92.1,4.7,8,5.7,168700,663
38,38017,0,1,2,5,2,9,10,741956,13.47788818,20,149778,5.6,7.2,5.9,4.4,91.7,2.3,2.4,2,0.7,0.3,8.4,3.1,0.7,55.1,5.9,17.02517512,21.2624727,43.2,34.4,16.4,2.26,2.97,8.5,3.3,42.4,47.5,0.7,1.7,7.7,67,59.8,2.1,2.9,19.7,25.1,25.7,12.2,95,37.9,8.6,7.9,77.1,57.7,5.5,77.4,0.2,4.1,74.7,81.6,13.4,52416,70336,7.5,90.7,6.6,10.8,5.5,158400,657
38,38035,0,0,1,0,0,1,1,339561,2.944978958,0,66861,5.1,8.9,5.9,4.5,90.3,2,1.9,2.9,0.8,0.3,9.1,2.6,0.9,55.5,6.6,20.95588235,20.25512176,43.4,34.4,18.7,2.27,2.93,9.9,2.5,46.5,43.3,0.4,1.6,8.2,41,N,3.3,4,24.8,24.2,21.1,12.2,92.6,33.4,10.2,8.5,77.1,57.6,3.9,71.4,1.7,4,68.4,65.5,22.8,44707,63042,8.8,92.1,7.9,15.1,7.2,151500,671
38,38041,0,0,0,1,0,1,1,12257,81.58603247,100,2477,5.5,5.5,7.9,7.1,96.2,0.2,0,0.5,0.4,0.6,2.3,1.2,6.8,64.6,25.3,2.75862069,16.83937824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,38049,0,0,0,0,1,1,1,26692,37.46440881,0,5395,6.3,6.3,8.4,6.5,97.8,0.1,0.3,1.5,1,0.5,3.9,2.6,0.9,64.2,19.4,6.651147323,12.86863271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,38059,1,1,0,0,0,0,2,136532,14.64858055,100,27471,6.5,6.3,7.2,5.8,93.6,0.4,0.2,1.5,1,0.3,4.8,2.8,1.7,66.6,6.5,13.14276327,19.84693216,53.6,27.6,23.8,2.4,2.9,5.1,2.5,29.4,56,0.5,3,11.1,65,N,5.4,4.3,30.8,23.2,19.8,5.2,90.2,25,9.4,12.2,85.3,77.6,0.6,73.7,0.1,3.5,71,N,16.3,56241,68921,7.1,93.4,7.3,12.4,7.6,140300,678
38,38061,1,0,0,0,0,0,1,30816,32.45067497,100,7673,6.6,6.7,7.4,5.8,65.6,0.2,0.2,3.7,3.4,0.4,5.4,3,0.8,66.3,32.2,4.716981132,12.95097132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,38063,0,0,1,0,0,1,1,15807,63.26311128,0,3126,4.9,5.3,8.4,8.1,97.2,0.3,0.1,1.1,0.9,0.5,2.2,1.5,2.6,61.4,23.5,6.582556226,11.76470588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,38067,0,0,1,0,0,1,1,37401,26.73725301,0,7413,6.1,5.9,9.1,6.7,95.5,0.3,0.1,2.6,0.7,0.3,3.4,2.3,1.6,63.5,15.6,7.859454461,17.83004552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,38077,0,0,0,1,1,2,2,82365,24.28215868,50,16321,6.2,8.8,7.7,5,95,0.7,0.5,1.7,0.7,0.3,4.4,2.4,0.9,62.7,11.4,12.3193556,20.38429407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,38079,0,0,0,0,1,1,1,70123,14.26065628,0,13937,8.1,9,5.7,4.4,20.3,0.2,0.1,1,5.6,0.4,6.2,4.5,0.8,71.4,11,0.895455563,7.645559694,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,38081,0,0,1,0,0,1,1,19979,50.05255518,0,3829,6.7,6.9,8.7,7,98,0.1,0.2,1.3,0.6,0.4,3.2,1.9,1,66.4,16.4,7.032967033,20.06980803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,38093,0,0,1,0,0,1,1,104864,9.536161123,0,21100,5.8,6.4,7.7,6,95.6,0.7,0.5,1.7,0.7,0.3,4.8,2.7,4.9,58.8,9.4,18.08709329,20.48705064,47.9,31.2,27.6,2.22,2.74,4.9,3.4,31.2,49.6,1.1,2.5,15.5,45,N,5.3,8.2,37,17.3,18.1,3.8,86.5,21.9,10.1,14.6,86.2,76.5,0.7,66.9,0,4.5,62.9,85.2,14.7,48881,62178,11.5,91.9,8.7,17.4,12.2,99900,543
38,38101,1,1,0,0,0,0,2,295576,6.766449238,0,61675,5.9,6.9,5.9,4.5,90.3,2.5,0.9,3,0.9,0.3,5.7,2.8,1,62.3,6.4,26.80609765,30.25806793,50.9,29.7,21.5,2.47,3.08,6.4,2.9,37.7,50.5,0.8,1.8,9.2,79,47.7,3.1,3.9,28.5,27,18.3,7.4,93,25.6,14.4,10.3,77.5,62.2,2.4,73,5.7,3,65.5,65.2,16,54324,66655,8.5,90.4,7,12.6,10.5,153800,688
38,38105,1,2,0,0,0,0,3,108620,27.61922298,66.666667,22398,6.3,6.4,7.5,5.4,92.1,0.3,0.4,1.9,1.3,0.4,5.9,2.7,1.2,61.8,11.2,23.48035989,21.11613876,49.7,30.3,21.4,2.4,2.97,7.4,3.4,32.8,51.8,0.5,2.4,12.6,N,N,3.9,7.2,27.7,26.9,13.7,5,88.8,18.7,10.2,10.1,78.3,63.6,2.5,71,0.5,1,60.2,57.2,13.9,76206,95921,4.9,89.8,4.9,9,11.9,155000,669
39,39001,2,0,0,0,0,0,2,134254,14.89713528,0,28550,6.9,6.9,6.9,6,97.7,0.3,0.1,0.9,2.8,0.6,4.9,2.8,0.9,69.9,14.1,22.21371122,27.85082477,53.9,25.3,28.8,2.59,3.11,3.8,2.1,25.5,56,2.3,3.2,13,56,74.4,10,14,42.9,16.6,4.6,4.5,76.1,9.1,9.5,20.3,87.7,83.5,0.1,55.3,0,18.5,51.8,59.9,15.1,33893,43366,20.9,80.5,17.3,25.3,16,88900,530
39,39005,1,1,0,0,0,0,2,269205,7.429282517,50,53139,6.9,7.7,6.9,5.9,97.3,0.7,0.5,0.9,1.8,0.6,4.8,2.4,0.8,69.4,8.8,18.30914283,24.83069977,57.6,25.5,28.8,2.51,3.02,4.1,1.9,29.2,58.2,1.5,2,9.1,54,48.8,4,9.4,43.2,15.5,13.4,6.7,86.7,20.1,9.9,13.6,86.2,83,2.2,63,0.2,13.5,58.1,56,10.4,43368,53862,13,83.2,13.3,22.2,8.4,119600,659
39,39009,0,1,0,2,0,2,3,313130,9.580685338,33.333333,64757,4.4,13.1,5.3,4.5,91.8,2.7,2.7,1.5,1.4,0.4,13.1,2.9,1.1,52.8,10.6,17.13389033,13.86428669,41.6,30,22.3,2.52,3.03,15.7,3.1,54,34,1.4,1.9,8.6,29,58.6,2.6,9,31.7,18.8,12.7,15.1,88.4,27.8,6.4,12.8,69.2,73,4,54.6,0,11.2,54.2,71.2,32.8,34705,47342,21.1,89.6,16.7,28.4,16.4,118300,675
39,39013,1,1,0,0,1,1,3,321885,9.320098793,0,70400,5.6,6.2,7.8,6.7,94,4,0.4,0.6,1.7,0.9,4.5,2.9,5.2,65.4,11.6,16.35283937,19.32841933,51.7,30.7,30.7,2.33,2.9,3.8,2.3,31.6,53.1,1.5,3.1,10.7,37,37.7,3.1,8.8,44.8,19,9.5,4.6,88.1,14.1,11.3,16.2,89.2,53.6,1.1,56.8,0,9.3,52.9,75.1,15.4,42254,53214,12.7,89.1,10.5,19.7,12.3,90600,520
39,39015,0,1,0,0,0,0,1,204684,4.885579723,0,44846,7.2,7,6.7,6.2,97.5,0.9,0.2,0.6,2.7,0.7,5.1,2.9,1.2,72.8,11.8,16.32011011,25.17368206,58,22.4,26.5,2.67,3.09,4.9,2.1,23.7,59.5,2.6,3.8,10.4,62,45.1,4.5,13.9,47.6,15.6,6.7,4.3,81.6,11,10.7,17.5,88.8,80.3,0.6,58.6,0,13.8,54.1,59.1,13.1,43439,52393,15,84.5,11.6,15.5,14.7,116100,666
39,39017,0,1,1,0,1,2,3,605443,4.955049443,0,368130,7.1,7.7,6.4,5.3,86,7.3,2.4,4,2.3,0.7,5.8,2.5,0.8,70.2,8.3,17.92310494,22.86667785,53.2,24.2,22.8,2.67,3.17,5.6,2.4,32.6,53.4,1.5,2.7,9.8,55,50.7,3.2,7.8,34.3,20.2,17.8,9.4,89,27.2,9.5,11.2,85,70.2,4.8,66.5,0.1,9.2,61.6,70,11.8,55895,70538,11.7,89.5,9.6,15.2,9.5,156100,789
39,39021,0,0,1,0,0,1,1,199067,5.023434321,100,40097,7.2,7.6,6.6,6.1,94.7,2.2,0.4,1.1,2.3,0.5,4.8,2.5,1.1,71.3,8.5,18.24722382,25.1878038,57.1,23.8,26.6,2.59,3.03,4.2,2.1,25.4,56.8,2.1,3.2,12.6,64,N,3.2,9.1,44.5,20.2,11.2,4.6,87.7,15.8,11.9,15.2,84.2,84.6,0.9,62.1,0.1,12.7,58,64.9,14.4,47947,58620,15.3,89,9.9,19.8,9.8,118700,660
