victim.age,hour.group,offenderage.group,type,relationship.group,division.name,loc.group,nonrelatives,relover65,rent,college,samehouse,employed,income,pop,target.harm
8,Night,Unknown,MultOff,Stranger,Mountain,Unknown,6.1,0.6,685,22,75.2,67,40511,203065,0
5,Afternoon,20-30,SingleVO,Parent,Mountain,Home,6.1,0.6,685,22,75.2,67,40511,203065,0
4,Morning,30-40,SingleVO,Stranger,Mountain,School,6.1,0.6,685,22,75.2,67,40511,203065,0
11,Night,<20,MultOff,Known,Mountain,Home,6.1,0.6,685,22,75.2,67,40511,203065,1
12,Night,40-50,SingleVO,Known,Mountain,Home,6.1,0.6,685,22,75.2,67,40511,203065,0
15,Night,Unknown,MultOff,Stranger,Mountain,Road/transit,6.1,0.6,685,22,75.2,67,40511,203065,0
8,Night,30-40,MultOff,Stranger,Mountain,Unknown,6.1,0.6,685,22,75.2,67,40511,203065,0
14,Afternoon,30-40,MultVO,Parent,Mountain,Road/transit,6.1,0.6,685,22,75.2,67,40511,203065,0
15,Afternoon,>50,SingleVO,Stranger,Mountain,Road/transit,6.1,0.6,685,22,75.2,67,40511,203065,0
16,Night,40-50,SingleVO,Stranger,Mountain,Road/transit,6.1,0.6,685,22,75.2,67,40511,203065,0
16,Night,20-30,SingleVO,Unknown,Mountain,Home,6.1,0.6,685,22,75.2,67,40511,203065,1
17,Night,30-40,SingleVO,Stranger,Mountain,Unknown,6.1,0.6,685,22,75.2,67,40511,203065,1
13,Night,30-40,SingleVO,Stranger,Mountain,Shopping,6.1,0.6,685,22,75.2,67,40511,203065,0
11,Night,Unknown,MultOff,Unknown,Mountain,Home,6.1,0.6,685,22,75.2,67,40511,203065,1
11,Night,Unknown,MultOff,Unknown,Mountain,Home,6.1,0.6,685,22,75.2,67,40511,203065,1
7,Night,20-30,SingleVO,Family,Mountain,Home,6.1,0.6,685,22,75.2,67,40511,203065,1
14,Night,20-30,SingleVO,Stranger,Mountain,School,6.1,0.6,685,22,75.2,67,40511,203065,1
15,Afternoon,<20,SingleVO,Known,Mountain,Home,6.1,0.6,685,22,75.2,67,40511,203065,1
15,Afternoon,20-30,SingleVO,Stranger,Mountain,Road/transit,6.1,0.6,685,22,75.2,67,40511,203065,0
15,Morning,Unknown,MultOff,Unknown,Mountain,Road/transit,6.1,0.6,685,22,75.2,67,40511,203065,0
3,Afternoon,20-30,SingleVO,Parent,Mountain,Home,6.1,0.6,685,22,75.2,67,40511,203065,0
10,Afternoon,30-40,SingleVO,Stranger,Mountain,Unknown,6.1,0.6,685,22,75.2,67,40511,203065,0
9,Night,20-30,SingleVO,Parent,Mountain,Home,6.1,0.6,685,22,75.2,67,40511,203065,0
7,Night,30-40,SingleVO,Unknown,Mountain,Road/transit,6.1,0.6,685,22,75.2,67,40511,203065,0
10,Night,30-40,SingleVO,Parent,Mountain,Shopping,6.1,0.6,685,22,75.2,67,40511,203065,0
2,Morning,20-30,MultOff,Parent,Mountain,Home,6.1,0.6,685,22,75.2,67,40511,203065,0
14,Morning,30-40,SingleVO,Stranger,Mountain,Road/transit,6.1,0.6,685,22,75.2,67,40511,203065,1
14,Early,<20,MultOff,Stranger,Mountain,Road/transit,6.1,0.6,685,22,75.2,67,40511,203065,0
10,Afternoon,Unknown,MultVic,Stranger,Mountain,Road/transit,6.1,0.6,685,22,75.2,67,40511,203065,0
8,Early,<20,MultVic,Stranger,Mountain,Unknown,6.1,0.6,685,22,75.2,67,40511,203065,0
17,Night,20-30,MultVic,Known,Mountain,Unknown,6.1,0.6,685,22,75.2,67,40511,203065,0
2,Afternoon,Unknown,SingleVO,Stranger,Mountain,Road/transit,6.1,0.6,685,22,75.2,67,40511,203065,0
15,Morning,20-30,SingleVO,Unknown,Mountain,Road/transit,6.1,0.6,685,22,75.2,67,40511,203065,1
15,Early,20-30,SingleVO,Unknown,Mountain,Road/transit,6.1,0.6,685,22,75.2,67,40511,203065,1
6,Night,20-30,SingleVO,Parent,Mountain,Home,6.1,0.6,685,22,75.2,67,40511,203065,0
15,Morning,Unknown,MultOff,Unknown,Mountain,Road/transit,6.1,0.6,685,22,75.2,67,40511,203065,0
12,Afternoon,<20,SingleVO,Known,Mountain,Park/outdoor,6.1,0.6,685,22,75.2,67,40511,203065,1
9,Night,30-40,MultOff,Unknown,Mountain,Road/transit,6.1,0.6,685,22,75.2,67,40511,203065,0
9,Night,Unknown,MultOff,Unknown,Mountain,Road/transit,6.1,0.6,685,22,75.2,67,40511,203065,0
1,Afternoon,20-30,SingleVO,Parent,Mountain,Home,6.1,0.6,685,22,75.2,67,40511,203065,0
17,Afternoon,<20,SingleVO,Known,Mountain,Shopping,6.1,0.6,685,22,75.2,67,40511,203065,1
15,Night,Unknown,MultOff,Stranger,Mountain,Road/transit,6.1,0.6,685,22,75.2,67,40511,203065,0
10,Afternoon,Unknown,MultVic,Stranger,Mountain,Road/transit,6.1,0.6,685,22,75.2,67,40511,203065,0
11,Morning,30-40,MultOff,Stranger,Mountain,Road/transit,6.1,0.6,685,22,75.2,67,40511,203065,0
11,Early,<20,MultVic,Stranger,Mountain,Unknown,6.1,0.6,685,22,75.2,67,40511,203065,0
17,Morning,30-40,SingleVO,Stranger,Mountain,Road/transit,6.1,0.6,685,22,75.2,67,40511,203065,0
10,Early,<20,MultVic,Stranger,Mountain,Unknown,6.1,0.6,685,22,75.2,67,40511,203065,0
13,Morning,20-30,SingleVO,Unknown,Mountain,Park/outdoor,6.1,0.6,685,22,75.2,67,40511,203065,0
14,Morning,40-50,SingleVO,Parent,Mountain,Home,6.1,0.6,685,22,75.2,67,40511,203065,0
9,Early,40-50,SingleVO,Known,Mountain,Home,6.1,0.6,685,22,75.2,67,40511,203065,1
13,Afternoon,30-40,MultVO,Parent,Mountain,Road/transit,6.1,0.6,685,22,75.2,67,40511,203065,0
17,Night,20-30,MultVic,Known,Mountain,Unknown,6.1,0.6,685,22,75.2,67,40511,203065,0
0.1,Morning,>50,MultOff,Family,Mountain,Unknown,6.1,0.6,685,22,75.2,67,40511,203065,0
15,Night,30-40,MultVic,Parent,Mountain,Unknown,6.1,0.6,685,22,75.2,67,40511,203065,0
14,Afternoon,30-40,SingleVO,Stranger,Mountain,Shopping,6.1,0.6,685,22,75.2,67,40511,203065,0
5,Afternoon,Unknown,SingleVO,Unknown,Mountain,Home,6.1,0.6,685,22,75.2,67,40511,203065,0
0.5,Afternoon,>50,SingleVO,Stranger,Mountain,Shopping,6.1,0.6,685,22,75.2,67,40511,203065,0
13,Afternoon,30-40,MultVO,Parent,Mountain,Road/transit,6.1,0.6,685,22,75.2,67,40511,203065,0
7,Night,<20,SingleVO,Known,Mountain,Home,6.1,0.6,685,22,75.2,67,40511,203065,1
15,Night,30-40,SingleVO,Stranger,Mountain,Shopping,6.1,0.6,685,22,75.2,67,40511,203065,1
10,Afternoon,Unknown,MultVic,Stranger,Mountain,Road/transit,6.1,0.6,685,22,75.2,67,40511,203065,0
16,Night,30-40,SingleVO,Known,Mountain,Home,3.6,0.7,600,21.9,86.7,57.4,41839,77076,1
6,Afternoon,>50,MultOff,Family,Mountain,Home,3.6,0.7,600,21.9,86.7,57.4,41839,77076,0
6,Afternoon,30-40,MultOff,Family,Mountain,Home,3.6,0.7,600,21.9,86.7,57.4,41839,77076,0
15,Afternoon,20-30,MultOff,Stranger,Mountain,Park/outdoor,4.1,0.8,519,17.4,89.7,55.3,38130,22185,0
16,Afternoon,<20,MultOff,Unknown,Mountain,Road/transit,4.1,0.8,519,17.4,89.7,55.3,38130,22185,0
8,Afternoon,40-50,SingleVO,Unknown,Mountain,School,4.1,0.8,519,17.4,89.7,55.3,38130,22185,0
13,Morning,>50,MultVO,Family,Mountain,Home,4.1,0.8,519,17.4,89.7,55.3,38130,22185,0
15,Afternoon,20-30,MultOff,Stranger,Mountain,Park/outdoor,4.1,0.8,519,17.4,89.7,55.3,38130,22185,0
15,Morning,>50,MultVO,Family,Mountain,Home,4.1,0.8,519,17.4,89.7,55.3,38130,22185,0
17,Night,20-30,SingleVO,Stranger,Mountain,Road/transit,4.1,0.8,519,17.4,89.7,55.3,38130,22185,1
6,Afternoon,>50,SingleVO,Family,Mountain,Home,4.1,0.8,519,17.4,89.7,55.3,38130,22185,0
16,Night,40-50,SingleVO,Stranger,Mountain,Road/transit,4.1,0.8,519,17.4,89.7,55.3,38130,22185,1
14,Afternoon,30-40,MultOff,Unknown,Mountain,Shopping,4.1,0.8,519,17.4,89.7,55.3,38130,22185,0
16,Afternoon,<20,MultOff,Unknown,Mountain,Road/transit,4.1,0.8,519,17.4,89.7,55.3,38130,22185,0
17,Afternoon,<20,SingleVO,Stranger,Mountain,School,4.1,0.8,519,17.4,89.7,55.3,38130,22185,0
16,Early,Unknown,MultOff,Stranger,Mountain,Home,4.1,0.8,519,17.4,89.7,55.3,38130,22185,1
16,Early,Unknown,MultOff,Stranger,Mountain,Home,4.1,0.8,519,17.4,89.7,55.3,38130,22185,1
14,Night,30-40,SingleVO,Known,Mountain,Home,4.1,0.8,519,17.4,89.7,55.3,38130,22185,0
7,Afternoon,30-40,SingleVO,Stranger,Mountain,Road/transit,4.1,0.8,519,17.4,89.7,55.3,38130,22185,0
15,Afternoon,<20,SingleVO,Stranger,Mountain,Park/outdoor,4.1,0.8,519,17.4,89.7,55.3,38130,22185,0
13,Morning,20-30,MultVO,Parent,Mountain,Home,4.1,0.8,519,17.4,89.7,55.3,38130,22185,0
16,Early,Unknown,MultOff,Stranger,Mountain,Home,4.1,0.8,519,17.4,89.7,55.3,38130,22185,1
13,Afternoon,Unknown,SingleVO,Known,Mountain,Shopping,4.1,0.8,519,17.4,89.7,55.3,38130,22185,1
14,Afternoon,<20,MultOff,Stranger,Mountain,Shopping,4.1,0.8,519,17.4,89.7,55.3,38130,22185,0
15,Morning,20-30,MultVO,Parent,Mountain,Home,4.1,0.8,519,17.4,89.7,55.3,38130,22185,0
15,Afternoon,Unknown,SingleVO,Stranger,Mountain,Unknown,4.1,0.8,519,17.4,89.7,55.3,38130,22185,1
16,Early,20-30,SingleVO,Known,Mountain,Home,6.1,0.9,965,22.8,81.9,71,55004,441603,1
16,Night,Unknown,MultOff,Unknown,Mountain,Road/transit,5.4,0.8,964,23.6,80.1,72,59978,572003,1
16,Night,<20,MultOff,Known,Mountain,Home,5.4,0.8,964,23.6,80.1,72,59978,572003,0
1,Afternoon,20-30,MultOff,Family,Mountain,Home,5.4,0.8,964,23.6,80.1,72,59978,572003,0
2,Afternoon,20-30,SingleVO,Parent,Mountain,Home,5.4,0.8,964,23.6,80.1,72,59978,572003,0
8,Afternoon,20-30,MultOff,Stranger,Mountain,Road/transit,5.4,0.8,964,23.6,80.1,72,59978,572003,1
14,Afternoon,30-40,MultOff,Stranger,Mountain,Road/transit,5.4,0.8,964,23.6,80.1,72,59978,572003,1
13,Night,Unknown,SingleVO,Unknown,Mountain,Road/transit,5.4,0.8,964,23.6,80.1,72,59978,572003,0
10,Night,30-40,MultVic,Stranger,Mountain,Unknown,5.4,0.8,964,23.6,80.1,72,59978,572003,0
11,Morning,40-50,MultVic,Parent,Mountain,Home,5.4,0.8,964,23.6,80.1,72,59978,572003,0
16,Morning,20-30,MultOff,Stranger,Mountain,Road/transit,5.4,0.8,964,23.6,80.1,72,59978,572003,0
17,Night,20-30,MultVic,Known,Mountain,Home,5.4,0.8,964,23.6,80.1,72,59978,572003,1
14,Morning,40-50,MultVic,Parent,Mountain,Home,5.4,0.8,964,23.6,80.1,72,59978,572003,0
5,Afternoon,>50,SingleVO,Known,Mountain,Road/transit,5.4,0.8,964,23.6,80.1,72,59978,572003,0
14,Afternoon,Unknown,MultOff,Stranger,Mountain,Road/transit,5.4,0.8,964,23.6,80.1,72,59978,572003,1
16,Afternoon,Unknown,SingleVO,Unknown,Mountain,Road/transit,5.4,0.8,964,23.6,80.1,72,59978,572003,0
10,Morning,>50,SingleVO,Unknown,Mountain,School,5.4,0.8,964,23.6,80.1,72,59978,572003,1
1,Afternoon,20-30,MultOff,Family,Mountain,Home,5.4,0.8,964,23.6,80.1,72,59978,572003,0
8,Afternoon,20-30,SingleVO,Stranger,Mountain,Road/transit,5.4,0.8,964,23.6,80.1,72,59978,572003,0
12,Night,>50,MultVic,Known,Mountain,Home,5.4,0.8,964,23.6,80.1,72,59978,572003,1
13,Night,20-30,MultVic,Known,Mountain,Home,5.4,0.8,964,23.6,80.1,72,59978,572003,1
17,Afternoon,20-30,MultVO,Stranger,Mountain,Home,5.4,0.8,964,23.6,80.1,72,59978,572003,1
5,Night,>50,MultVic,Stranger,Mountain,Home,5.4,0.8,964,23.6,80.1,72,59978,572003,1
16,Afternoon,20-30,MultVO,Stranger,Mountain,Home,5.4,0.8,964,23.6,80.1,72,59978,572003,1
8,Afternoon,>50,MultOff,Stranger,Mountain,Road/transit,5.4,0.8,964,23.6,80.1,72,59978,572003,1
6,Afternoon,20-30,SingleVO,Parent,Mountain,Home,5.4,0.8,964,23.6,80.1,72,59978,572003,0
12,Night,40-50,SingleVO,Stranger,Mountain,Road/transit,5.4,0.8,964,23.6,80.1,72,59978,572003,0
15,Morning,Unknown,SingleVO,Stranger,Mountain,Road/transit,5.4,0.8,964,23.6,80.1,72,59978,572003,0
11,Night,Unknown,SingleVO,Stranger,Mountain,Unknown,5.4,0.8,964,23.6,80.1,72,59978,572003,0
16,Night,20-30,MultOff,Stranger,Mountain,Home,5.4,0.8,964,23.6,80.1,72,59978,572003,0
12,Afternoon,30-40,SingleVO,Parent,Mountain,Shopping,5.4,0.8,964,23.6,80.1,72,59978,572003,0
17,Afternoon,20-30,SingleVO,Stranger,Mountain,Home,5.4,0.8,964,23.6,80.1,72,59978,572003,1
13,Afternoon,Unknown,SingleVO,Stranger,Mountain,Road/transit,5.4,0.8,964,23.6,80.1,72,59978,572003,0
6,Night,20-30,SingleVO,Stranger,Mountain,Shopping,5.4,0.8,964,23.6,80.1,72,59978,572003,0
17,Afternoon,30-40,MultOff,Stranger,Mountain,Road/transit,5.4,0.8,964,23.6,80.1,72,59978,572003,0
4,Afternoon,>50,SingleVO,Known,Mountain,Road/transit,5.4,0.8,964,23.6,80.1,72,59978,572003,0
10,Night,30-40,MultVO,Stranger,Mountain,Road/transit,5.4,0.8,964,23.6,80.1,72,59978,572003,0
10,Night,>50,MultVic,Known,Mountain,Home,5.4,0.8,964,23.6,80.1,72,59978,572003,1
13,Night,>50,SingleVO,Stranger,Mountain,Road/transit,5.4,0.8,964,23.6,80.1,72,59978,572003,0
16,Night,Unknown,MultOff,Unknown,Mountain,Road/transit,5.4,0.8,964,23.6,80.1,72,59978,572003,1
13,Night,30-40,MultVO,Stranger,Mountain,Road/transit,5.4,0.8,964,23.6,80.1,72,59978,572003,0
17,Afternoon,Unknown,MultOff,Stranger,Mountain,Road/transit,5.4,0.8,964,23.6,80.1,72,59978,572003,0
16,Afternoon,Unknown,SingleVO,Stranger,Mountain,Road/transit,5.4,0.8,964,23.6,80.1,72,59978,572003,1
8,Afternoon,>50,MultOff,Family,Mountain,Home,5.4,0.8,964,23.6,80.1,72,59978,572003,0
9,Afternoon,30-40,MultVic,Parent,Mountain,Home,5.4,0.8,964,23.6,80.1,72,59978,572003,0
9,Afternoon,40-50,SingleVO,Stranger,Mountain,Road/transit,5.4,0.8,964,23.6,80.1,72,59978,572003,1
14,Afternoon,>50,MultOff,Stranger,Mountain,Road/transit,5.4,0.8,964,23.6,80.1,72,59978,572003,1
13,Night,Unknown,MultVO,Stranger,Mountain,Road/transit,5.4,0.8,964,23.6,80.1,72,59978,572003,0
13,Night,20-30,SingleVO,Known,Mountain,Home,5.4,0.8,964,23.6,80.1,72,59978,572003,1
10,Afternoon,30-40,SingleVO,Stranger,Mountain,Road/transit,5.4,0.8,964,23.6,80.1,72,59978,572003,0
5,Morning,20-30,SingleVO,Parent,Mountain,Home,5.4,0.8,964,23.6,80.1,72,59978,572003,0
12,Morning,40-50,MultVic,Parent,Mountain,Home,5.4,0.8,964,23.6,80.1,72,59978,572003,0
15,Night,<20,SingleVO,Known,Mountain,Home,5.4,0.8,964,23.6,80.1,72,59978,572003,1
5,Morning,Unknown,SingleVO,Stranger,Mountain,Home,5.4,0.8,964,23.6,80.1,72,59978,572003,0
16,Morning,20-30,MultOff,Stranger,Mountain,Road/transit,5.4,0.8,964,23.6,80.1,72,59978,572003,0
8,Afternoon,>50,MultOff,Parent,Mountain,Home,5.4,0.8,964,23.6,80.1,72,59978,572003,0
14,Morning,20-30,SingleVO,Stranger,Mountain,Road/transit,5.4,0.8,964,23.6,80.1,72,59978,572003,0
16,Afternoon,30-40,MultOff,Stranger,Mountain,Road/transit,5.4,0.8,964,23.6,80.1,72,59978,572003,0
12,Night,30-40,MultVic,Stranger,Mountain,Unknown,5.4,0.8,964,23.6,80.1,72,59978,572003,0
8,Afternoon,20-30,SingleVO,Known,Mountain,Shopping,5.4,0.8,964,23.6,80.1,72,59978,572003,0
17,Afternoon,20-30,MultVO,Stranger,Mountain,Home,5.4,0.8,964,23.6,80.1,72,59978,572003,1
10,Early,20-30,SingleVO,Stranger,Mountain,Road/transit,5.4,0.8,964,23.6,80.1,72,59978,572003,0
16,Afternoon,20-30,MultVO,Stranger,Mountain,Home,5.4,0.8,964,23.6,80.1,72,59978,572003,1
15,Morning,40-50,MultOff,Unknown,Mountain,Road/transit,5.4,0.8,964,23.6,80.1,72,59978,572003,0
16,Afternoon,30-40,SingleVO,Stranger,Mountain,Shopping,5.4,0.8,964,23.6,80.1,72,59978,572003,0
15,Morning,<20,MultOff,Unknown,Mountain,Road/transit,5.4,0.8,964,23.6,80.1,72,59978,572003,0
13,Night,Unknown,SingleVO,Stranger,Mountain,Road/transit,5.4,0.8,964,23.6,80.1,72,59978,572003,1
14,Morning,20-30,SingleVO,Known,Mountain,Home,5.4,0.8,964,23.6,80.1,72,59978,572003,0
15,Afternoon,>50,SingleVO,Stranger,Mountain,Road/transit,5.4,0.8,964,23.6,80.1,72,59978,572003,0
7,Afternoon,Unknown,SingleVO,Stranger,Mountain,Home,5.4,0.8,964,23.6,80.1,72,59978,572003,0
17,Night,20-30,SingleVO,Known,Mountain,Home,5.4,0.8,964,23.6,80.1,72,59978,572003,1
14,Afternoon,Unknown,SingleVO,Unknown,Mountain,Road/transit,5.4,0.8,964,23.6,80.1,72,59978,572003,0
6,Morning,Unknown,SingleVO,Stranger,Mountain,School,5.4,0.8,964,23.6,80.1,72,59978,572003,0
13,Afternoon,20-30,SingleVO,Stranger,Mountain,Home,5.4,0.8,964,23.6,80.1,72,59978,572003,0
17,Afternoon,<20,SingleVO,Stranger,Mountain,School,5.4,0.8,964,23.6,80.1,72,59978,572003,1
15,Night,30-40,SingleVO,Stranger,Mountain,Road/transit,5.4,0.8,964,23.6,80.1,72,59978,572003,1
11,Early,30-40,SingleVO,Stranger,Mountain,Road/transit,5.4,0.8,964,23.6,80.1,72,59978,572003,0
0.5,Morning,30-40,SingleVO,Parent,Mountain,Home,5.4,0.8,964,23.6,80.1,72,59978,572003,0
16,Afternoon,30-40,MultOff,Stranger,Mountain,Road/transit,5.4,0.8,964,23.6,80.1,72,59978,572003,0
15,Night,<20,SingleVO,Known,Mountain,Park/outdoor,5.4,0.8,964,23.6,80.1,72,59978,572003,1
10,Afternoon,30-40,MultVic,Parent,Mountain,Home,5.4,0.8,964,23.6,80.1,72,59978,572003,0
10,Night,Unknown,MultVO,Stranger,Mountain,Road/transit,5.4,0.8,964,23.6,80.1,72,59978,572003,0
15,Afternoon,20-30,SingleVO,Stranger,Mountain,Road/transit,5.4,0.8,964,23.6,80.1,72,59978,572003,1
1,Afternoon,30-40,MultOff,Parent,Mountain,Home,5.4,0.8,964,23.6,80.1,72,59978,572003,0
4,Afternoon,>50,SingleVO,Unknown,Mountain,Road/transit,5.4,0.8,964,23.6,80.1,72,59978,572003,0
14,Night,30-40,SingleVO,Stranger,Mountain,Road/transit,5.4,0.8,964,23.6,80.1,72,59978,572003,0
4,Night,20-30,SingleVO,Parent,Mountain,Home,5.4,0.8,964,23.6,80.1,72,59978,572003,0
17,Morning,<20,MultVic,Parent,Mountain,Home,4.9,0.5,682,21.6,85.65,62.3,44804.5,12084,1
15,Afternoon,20-30,SingleVO,Known,Mountain,Home,4.9,0.5,682,21.6,85.65,62.3,44804.5,12084,0
12,Morning,<20,MultVic,Parent,Mountain,Home,4.9,0.5,682,21.6,85.65,62.3,44804.5,12084,1
17,Morning,40-50,SingleVO,Parent,Mountain,Home,4.9,0.5,682,21.6,85.65,62.3,44804.5,12084,1
17,Morning,<20,MultVic,Family,Mountain,Home,4.9,0.5,682,21.6,85.65,62.3,44804.5,12084,1
11,Morning,Unknown,SingleVO,Family,Mountain,Road/transit,4.9,0.5,682,21.6,85.65,62.3,44804.5,12084,0
14,Morning,<20,MultVic,Parent,Mountain,Home,4.9,0.5,682,21.6,85.65,62.3,44804.5,12084,1
17,Early,20-30,SingleVO,Known,Mountain,Unknown,4.9,0.5,682,21.6,85.65,62.3,44804.5,3788,0
8,Afternoon,Unknown,SingleVO,Unknown,Mountain,Road/transit,4.9,0.5,682,21.6,85.65,62.3,44804.5,3788,0
14,Morning,20-30,MultVO,Unknown,Mountain,Road/transit,10.3,0.5,1082,17.5,76.5,70.3,66783,294567,1
8,Afternoon,>50,MultVic,Stranger,Mountain,Shopping,10.3,0.5,1082,17.5,76.5,70.3,66783,294567,0
15,Morning,20-30,MultVO,Stranger,Mountain,Road/transit,10.3,0.5,1082,17.5,76.5,70.3,66783,294567,1
15,Morning,Unknown,MultVO,Unknown,Mountain,Road/transit,10.3,0.5,1082,17.5,76.5,70.3,66783,294567,1
16,Night,20-30,MultOff,Unknown,Mountain,Home,10.3,0.5,1082,17.5,76.5,70.3,66783,294567,1
14,Afternoon,20-30,MultOff,Stranger,Mountain,Road/transit,10.3,0.5,1082,17.5,76.5,70.3,66783,294567,1
11,Night,20-30,MultVO,Stranger,Mountain,Shopping,10.3,0.5,1082,17.5,76.5,70.3,66783,294567,0
17,Morning,20-30,MultOff,Stranger,Mountain,Road/transit,10.3,0.5,1082,17.5,76.5,70.3,66783,294567,1
3,Night,20-30,SingleVO,Parent,Mountain,Road/transit,10.3,0.5,1082,17.5,76.5,70.3,66783,294567,0
16,Night,>50,MultOff,Known,Mountain,Road/transit,10.3,0.5,1082,17.5,76.5,70.3,66783,294567,1
15,Morning,<20,MultVO,Stranger,Mountain,Road/transit,10.3,0.5,1082,17.5,76.5,70.3,66783,294567,1
16,Night,<20,MultOff,Known,Mountain,Home,10.3,0.5,1082,17.5,76.5,70.3,66783,294567,1
12,Night,Unknown,MultOff,Stranger,Mountain,Road/transit,10.3,0.5,1082,17.5,76.5,70.3,66783,294567,1
13,Night,Unknown,SingleVO,Stranger,Mountain,Home,10.3,0.5,1082,17.5,76.5,70.3,66783,294567,1
8,Afternoon,Unknown,SingleVO,Stranger,Mountain,Road/transit,10.3,0.5,1082,17.5,76.5,70.3,66783,294567,0
17,Afternoon,20-30,MultOff,Stranger,Mountain,Road/transit,10.3,0.5,1082,17.5,76.5,70.3,66783,294567,1
15,Afternoon,>50,MultVic,Known,Mountain,Road/transit,10.3,0.5,1082,17.5,76.5,70.3,66783,294567,0
14,Afternoon,Unknown,MultOff,Stranger,Mountain,Road/transit,10.3,0.5,1082,17.5,76.5,70.3,66783,294567,1
8,Afternoon,Unknown,SingleVO,Stranger,Mountain,Road/transit,10.3,0.5,1082,17.5,76.5,70.3,66783,294567,0
14,Afternoon,20-30,MultOff,Stranger,Mountain,Road/transit,10.3,0.5,1082,17.5,76.5,70.3,66783,294567,1
5,Afternoon,30-40,SingleVO,Stranger,Mountain,Shopping,10.3,0.5,1082,17.5,76.5,70.3,66783,294567,0
12,Early,40-50,SingleVO,Stranger,Mountain,Road/transit,10.3,0.5,1082,17.5,76.5,70.3,66783,294567,0
10,Afternoon,30-40,SingleVO,Stranger,Mountain,Road/transit,10.3,0.5,1082,17.5,76.5,70.3,66783,294567,0
14,Morning,Unknown,MultVO,Stranger,Mountain,Road/transit,10.3,0.5,1082,17.5,76.5,70.3,66783,294567,1
12,Night,Unknown,MultOff,Stranger,Mountain,Road/transit,10.3,0.5,1082,17.5,76.5,70.3,66783,294567,1
14,Afternoon,30-40,MultOff,Stranger,Mountain,Road/transit,10.3,0.5,1082,17.5,76.5,70.3,66783,294567,1
9,Afternoon,20-30,SingleVO,Stranger,Mountain,Road/transit,10.3,0.5,1082,17.5,76.5,70.3,66783,294567,1
11,Afternoon,40-50,SingleVO,Stranger,Mountain,Road/transit,10.3,0.5,1082,17.5,76.5,70.3,66783,294567,0
16,Night,20-30,MultOff,Family,Mountain,Road/transit,10.3,0.5,1082,17.5,76.5,70.3,66783,294567,1
14,Morning,20-30,SingleVO,Stranger,Mountain,Road/transit,10.3,0.5,1082,17.5,76.5,70.3,66783,294567,0
15,Night,30-40,SingleVO,Unknown,Mountain,Home,10.3,0.5,1082,17.5,76.5,70.3,66783,294567,1
12,Night,<20,MultVic,Known,Mountain,Home,10.3,0.5,1082,17.5,76.5,70.3,66783,294567,1
13,Night,<20,MultOff,Stranger,Mountain,Road/transit,10.3,0.5,1082,17.5,76.5,70.3,66783,294567,0
13,Night,20-30,MultOff,Stranger,Mountain,Road/transit,10.3,0.5,1082,17.5,76.5,70.3,66783,294567,0
15,Morning,40-50,SingleVO,Stranger,Mountain,Road/transit,10.3,0.5,1082,17.5,76.5,70.3,66783,294567,0
14,Night,>50,MultVic,Unknown,Mountain,Home,10.3,0.5,1082,17.5,76.5,70.3,66783,294567,1
13,Night,<20,MultVic,Known,Mountain,Home,10.3,0.5,1082,17.5,76.5,70.3,66783,294567,1
11,Morning,Unknown,MultOff,Stranger,Mountain,Road/transit,10.3,0.5,1082,17.5,76.5,70.3,66783,294567,0
17,Morning,20-30,MultOff,Stranger,Mountain,Road/transit,10.3,0.5,1082,17.5,76.5,70.3,66783,294567,1
12,Night,30-40,MultVO,Stranger,Mountain,Shopping,10.3,0.5,1082,17.5,76.5,70.3,66783,294567,0
12,Night,>50,MultVic,Unknown,Mountain,Home,10.3,0.5,1082,17.5,76.5,70.3,66783,294567,1
7,Afternoon,20-30,MultVO,Stranger,Mountain,Road/transit,10.3,0.5,1082,17.5,76.5,70.3,66783,294567,0
12,Night,20-30,MultVO,Stranger,Mountain,Shopping,10.3,0.5,1082,17.5,76.5,70.3,66783,294567,0
17,Afternoon,Unknown,MultOff,Stranger,Mountain,Road/transit,10.3,0.5,1082,17.5,76.5,70.3,66783,294567,1
16,Night,20-30,MultOff,Parent,Mountain,Road/transit,10.3,0.5,1082,17.5,76.5,70.3,66783,294567,1
14,Morning,<20,MultVO,Unknown,Mountain,Road/transit,10.3,0.5,1082,17.5,76.5,70.3,66783,294567,1
17,Afternoon,<20,MultOff,Unknown,Mountain,Home,10.3,0.5,1082,17.5,76.5,70.3,66783,294567,1
9,Afternoon,20-30,MultVO,Stranger,Mountain,Road/transit,10.3,0.5,1082,17.5,76.5,70.3,66783,294567,0
15,Afternoon,20-30,MultOff,Known,Mountain,Home,10.3,0.5,1082,17.5,76.5,70.3,66783,294567,1
9,Afternoon,20-30,MultVO,Stranger,Mountain,Road/transit,10.3,0.5,1082,17.5,76.5,70.3,66783,294567,0
16,Morning,30-40,SingleVO,Stranger,Mountain,Shopping,10.3,0.5,1082,17.5,76.5,70.3,66783,294567,1
5,Night,30-40,SingleVO,Family,Mountain,Home,10.3,0.5,1082,17.5,76.5,70.3,66783,294567,1
17,Morning,20-30,MultOff,Stranger,Mountain,Road/transit,10.3,0.5,1082,17.5,76.5,70.3,66783,294567,1
17,Night,30-40,SingleVO,Known,Mountain,Home,10.3,0.5,1082,17.5,76.5,70.3,66783,294567,1
