victim.age,hour.group,offenderage.group,type,relationship.group,division.name,loc.group,nonrelatives,relover65,rent,college,samehouse,employed,income,pop,target.harm
6,Afternoon,40-50,SingleVO,Parent,East North Central,Home,4.9,0.6,682,21.6,85.65,62.3,44804.5,15899,0
0.5,Afternoon,<20,SingleVO,Parent,East North Central,Home,4.9,0.6,682,21.6,85.65,62.3,44804.5,15899,1
15,Morning,30-40,SingleVO,Parent,East North Central,Home,4.9,0.6,682,21.6,85.65,62.3,44804.5,15899,0
7,Afternoon,30-40,SingleVO,Parent,East North Central,Home,4.9,0.6,682,21.6,85.65,62.3,44804.5,15899,0
3,Afternoon,20-30,MultVic,Parent,East North Central,Home,4.9,0.6,682,21.6,85.65,62.3,44804.5,15899,0
4,Night,20-30,SingleVO,Parent,East North Central,Home,4.9,0.6,682,21.6,85.65,62.3,44804.5,15899,0
4,Night,30-40,MultVic,Parent,East North Central,Home,4.9,0.6,682,21.6,85.65,62.3,44804.5,15899,0
11,Afternoon,20-30,SingleVO,Unknown,East North Central,Road/transit,4.9,0.6,682,21.6,85.65,62.3,44804.5,15899,0
3,Night,20-30,SingleVO,Parent,East North Central,Home,4.9,0.6,682,21.6,85.65,62.3,44804.5,15899,0
11,Afternoon,20-30,SingleVO,Parent,East North Central,Unknown,4.9,0.6,682,21.6,85.65,62.3,44804.5,15899,0
6,Morning,30-40,SingleVO,Parent,East North Central,School,4.9,0.6,682,21.6,85.65,62.3,44804.5,15899,0
10,Afternoon,20-30,SingleVO,Stranger,East North Central,Road/transit,4.9,0.6,682,21.6,85.65,62.3,44804.5,15899,1
10,Night,30-40,SingleVO,Parent,East North Central,Home,4.9,0.6,682,21.6,85.65,62.3,44804.5,15899,0
3,Morning,30-40,SingleVO,Parent,East North Central,Home,4.9,0.6,682,21.6,85.65,62.3,44804.5,15899,0
4,Afternoon,30-40,SingleVO,Parent,East North Central,Home,4.9,0.6,682,21.6,85.65,62.3,44804.5,15899,0
0.5,Afternoon,40-50,SingleVO,Parent,East North Central,Home,4.9,0.6,682,21.6,85.65,62.3,44804.5,15899,0
3,Night,20-30,SingleVO,Parent,East North Central,Home,4.9,0.6,682,21.6,85.65,62.3,44804.5,15899,0
6,Afternoon,Unknown,SingleVO,Unknown,East North Central,Road/transit,4.9,0.6,682,21.6,85.65,62.3,44804.5,15899,0
16,Afternoon,30-40,MultOff,Known,East North Central,Home,4.9,0.6,682,21.6,85.65,62.3,44804.5,15899,0
2,Night,30-40,MultVic,Parent,East North Central,Home,4.9,0.6,682,21.6,85.65,62.3,44804.5,15899,0
15,Morning,30-40,MultOff,Known,East North Central,Road/transit,4.9,0.6,682,21.6,85.65,62.3,44804.5,15899,0
2,Afternoon,20-30,MultVic,Parent,East North Central,Home,4.9,0.6,682,21.6,85.65,62.3,44804.5,15899,0
0.5,Morning,20-30,MultVic,Parent,East North Central,Home,4.9,0.6,682,21.6,85.65,62.3,44804.5,15899,0
5,Afternoon,40-50,MultVic,Parent,East North Central,Home,4.9,0.6,682,21.6,85.65,62.3,44804.5,15899,0
2,Night,20-30,MultVic,Parent,East North Central,Home,4.9,0.6,682,21.6,85.65,62.3,44804.5,15899,0
14,Morning,30-40,SingleVO,Parent,East North Central,Home,4.9,0.6,682,21.6,85.65,62.3,44804.5,15899,0
6,Morning,30-40,MultOff,Parent,East North Central,Home,4.9,0.6,682,21.6,85.65,62.3,44804.5,15899,0
7,Morning,30-40,MultVic,Parent,East North Central,Home,4.9,0.6,682,21.6,85.65,62.3,44804.5,15899,0
13,Night,30-40,MultVO,Known,East North Central,Home,4.9,0.6,682,21.6,85.65,62.3,44804.5,15899,0
5,Afternoon,20-30,MultVic,Parent,East North Central,Home,4.9,0.6,682,21.6,85.65,62.3,44804.5,15899,0
6,Morning,20-30,MultOff,Parent,East North Central,Shopping,4.9,0.6,682,21.6,85.65,62.3,44804.5,15899,0
0.5,Morning,20-30,MultVic,Parent,East North Central,Home,4.9,0.6,682,21.6,85.65,62.3,44804.5,15899,0
16,Night,<20,SingleVO,Stranger,East North Central,Road/transit,4.9,0.6,682,21.6,85.65,62.3,44804.5,15899,1
11,Afternoon,30-40,MultVic,Parent,East North Central,Home,4.9,0.6,682,21.6,85.65,62.3,44804.5,15899,0
5,Afternoon,30-40,MultVic,Parent,East North Central,Home,4.9,0.6,682,21.6,85.65,62.3,44804.5,15899,0
13,Unknown,30-40,SingleVO,Parent,East North Central,Home,4.9,0.6,682,21.6,85.65,62.3,44804.5,15899,0
7,Night,30-40,SingleVO,Parent,East North Central,Shopping,4.9,0.6,682,21.6,85.65,62.3,44804.5,15899,0
17,Afternoon,<20,MultOff,Unknown,East North Central,Unknown,4.9,0.6,682,21.6,85.65,62.3,44804.5,15899,0
0.5,Early,20-30,SingleVO,Parent,East North Central,Home,4.9,0.6,682,21.6,85.65,62.3,44804.5,15899,0
0.5,Afternoon,20-30,MultVic,Parent,East North Central,Home,4.9,0.6,682,21.6,85.65,62.3,44804.5,15899,0
9,Morning,30-40,MultVic,Parent,East North Central,Home,4.9,0.6,682,21.6,85.65,62.3,44804.5,15899,0
3,Afternoon,20-30,MultOff,Parent,East North Central,Home,4.9,0.6,682,21.6,85.65,62.3,44804.5,15899,0
2,Night,30-40,SingleVO,Parent,East North Central,Home,4.9,0.6,682,21.6,85.65,62.3,44804.5,15899,0
10,Night,20-30,MultVic,Parent,East North Central,Home,4.9,0.6,682,21.6,85.65,62.3,44804.5,15899,0
6,Morning,40-50,SingleVO,Parent,East North Central,Home,4.9,0.6,682,21.6,85.65,62.3,44804.5,15899,0
17,Afternoon,<20,MultOff,Known,East North Central,Unknown,4.9,0.6,682,21.6,85.65,62.3,44804.5,15899,0
10,Night,30-40,MultVic,Parent,East North Central,Home,4.9,0.6,682,21.6,85.65,62.3,44804.5,15899,0
13,Unknown,30-40,MultVic,Parent,East North Central,Home,4.9,0.6,682,21.6,85.65,62.3,44804.5,15899,0
7,Afternoon,40-50,MultVic,Parent,East North Central,Home,4.9,0.6,682,21.6,85.65,62.3,44804.5,15899,0
3,Morning,30-40,SingleVO,Parent,East North Central,Home,4.9,0.6,682,21.6,85.65,62.3,44804.5,15899,0
14,Afternoon,30-40,SingleVO,Parent,East North Central,Home,4.9,0.6,682,21.6,85.65,62.3,44804.5,15899,0
4,Afternoon,20-30,SingleVO,Known,East North Central,Home,4.9,0.6,682,21.6,85.65,62.3,44804.5,15899,0
0.5,Night,<20,SingleVO,Parent,East North Central,Home,4.9,0.6,682,21.6,85.65,62.3,44804.5,15899,0
10,Morning,30-40,SingleVO,Parent,East North Central,Home,4.9,0.6,682,21.6,85.65,62.3,44804.5,15899,0
14,Afternoon,40-50,SingleVO,Unknown,East North Central,Road/transit,4.9,0.6,682,21.6,85.65,62.3,44804.5,15899,0
0.5,Afternoon,20-30,SingleVO,Parent,East North Central,Home,4.9,0.6,682,21.6,85.65,62.3,44804.5,15899,0
14,Morning,30-40,SingleVO,Parent,East North Central,Home,4.9,0.6,682,21.6,85.65,62.3,44804.5,15899,0
3,Afternoon,<20,MultVic,Parent,East North Central,Home,4.9,0.6,682,21.6,85.65,62.3,44804.5,15899,0
13,Morning,<20,MultOff,Stranger,East North Central,Road/transit,4.9,0.6,682,21.6,85.65,62.3,44804.5,15899,0
2,Afternoon,<20,MultVic,Parent,East North Central,Home,4.9,0.6,682,21.6,85.65,62.3,44804.5,15899,0
15,Afternoon,>50,SingleVO,Parent,East North Central,Home,4.9,0.6,682,21.6,85.65,62.3,44804.5,15899,0
1,Night,20-30,MultVic,Parent,East North Central,Home,4.9,0.6,682,21.6,85.65,62.3,44804.5,15899,0
2,Night,20-30,SingleVO,Parent,East North Central,Home,4.9,0.6,682,21.6,85.65,62.3,44804.5,15899,0
6,Morning,30-40,MultVic,Parent,East North Central,Home,4.9,0.6,682,21.6,85.65,62.3,44804.5,15899,0
0.5,Afternoon,20-30,MultVic,Parent,East North Central,Home,4.9,0.6,682,21.6,85.65,62.3,44804.5,15899,0
16,Afternoon,<20,MultOff,Unknown,East North Central,Home,4.9,0.6,682,21.6,85.65,62.3,44804.5,15899,0
13,Morning,Unknown,SingleVO,Stranger,East North Central,Road/transit,4.9,0.6,682,21.6,85.65,62.3,44804.5,15899,0
9,Afternoon,40-50,SingleVO,Known,East North Central,Road/transit,4.9,0.6,682,21.6,85.65,62.3,44804.5,15899,0
12,Night,30-40,MultVic,Parent,East North Central,Home,4.9,0.6,682,21.6,85.65,62.3,44804.5,15899,0
9,Night,30-40,MultVO,Known,East North Central,Home,4.9,0.6,682,21.6,85.65,62.3,44804.5,15899,0
3,Afternoon,30-40,MultOff,Known,East North Central,Home,4.9,0.6,682,21.6,85.65,62.3,44804.5,15899,0
7,Afternoon,20-30,MultVic,Parent,East North Central,Home,4.9,0.6,682,21.6,85.65,62.3,44804.5,15899,0
3,Night,20-30,SingleVO,Parent,East North Central,Home,4.9,0.6,682,21.6,85.65,62.3,44804.5,15899,0
15,Morning,40-50,SingleVO,Parent,East North Central,Home,4.9,0.6,682,21.6,85.65,62.3,44804.5,15899,0
8,Night,20-30,MultVic,Parent,East North Central,Home,4.9,0.6,682,21.6,85.65,62.3,44804.5,15899,0
13,Night,<20,MultVO,Known,East North Central,Home,4.9,0.6,682,21.6,85.65,62.3,44804.5,15899,0
15,Morning,30-40,MultOff,Known,East North Central,Road/transit,4.9,0.6,682,21.6,85.65,62.3,44804.5,15899,0
1,Morning,30-40,SingleVO,Parent,East North Central,Home,4.9,0.6,682,21.6,85.65,62.3,44804.5,15899,0
6,Morning,30-40,MultOff,Family,East North Central,Home,4.9,0.6,682,21.6,85.65,62.3,44804.5,15899,0
11,Unknown,30-40,SingleVO,Parent,East North Central,Home,4.9,0.6,682,21.6,85.65,62.3,44804.5,15899,0
8,Afternoon,30-40,SingleVO,Parent,East North Central,Home,4.9,0.6,682,21.6,85.65,62.3,44804.5,15899,0
4,Afternoon,20-30,SingleVO,Known,East North Central,Shopping,4.9,0.6,682,21.6,85.65,62.3,44804.5,15899,0
0.5,Morning,20-30,SingleVO,Parent,East North Central,Home,4.9,0.6,682,21.6,85.65,62.3,44804.5,15899,0
7,Afternoon,20-30,SingleVO,Parent,East North Central,Home,4.9,0.6,682,21.6,85.65,62.3,44804.5,15899,0
15,Morning,<20,MultOff,Unknown,East North Central,Road/transit,4.9,0.6,682,21.6,85.65,62.3,44804.5,15899,0
5,Night,20-30,SingleVO,Parent,East North Central,Home,4.9,0.6,682,21.6,85.65,62.3,44804.5,15899,0
14,Morning,40-50,SingleVO,Parent,East North Central,Home,4.9,0.6,682,21.6,85.65,62.3,44804.5,15899,0
2,Night,30-40,SingleVO,Parent,East North Central,Home,4.9,0.6,682,21.6,85.65,62.3,44804.5,15899,0
3,Morning,30-40,SingleVO,Parent,East North Central,Home,4.9,0.6,682,21.6,85.65,62.3,44804.5,15899,0
2,Early,20-30,SingleVO,Parent,East North Central,Home,4.9,0.6,682,21.6,85.65,62.3,44804.5,15899,0
16,Afternoon,20-30,MultOff,Known,East North Central,Home,4.9,0.6,682,21.6,85.65,62.3,44804.5,15899,0
12,Afternoon,30-40,MultVic,Parent,East North Central,Home,4.9,0.6,682,21.6,85.65,62.3,44804.5,15899,0
15,Afternoon,30-40,SingleVO,Parent,East North Central,Home,4.9,0.6,682,21.6,85.65,62.3,44804.5,15899,0
3,Afternoon,20-30,SingleVO,Parent,East North Central,Home,4.9,0.6,682,21.6,85.65,62.3,44804.5,15899,0
17,Night,30-40,SingleVO,Parent,East North Central,Road/transit,4.9,0.6,682,21.6,85.65,62.3,44804.5,15899,1
13,Night,<20,MultVO,Unknown,East North Central,Home,4.9,0.6,682,21.6,85.65,62.3,44804.5,15899,0
13,Morning,<20,MultOff,Stranger,East North Central,Road/transit,4.9,0.6,682,21.6,85.65,62.3,44804.5,15899,0
0.5,Morning,20-30,SingleVO,Parent,East North Central,Home,4.9,0.6,682,21.6,85.65,62.3,44804.5,15899,0
4,Unknown,30-40,MultVic,Parent,East North Central,Home,4.9,0.6,682,21.6,85.65,62.3,44804.5,15899,0
10,Afternoon,30-40,SingleVO,Parent,East North Central,Home,4.9,0.6,682,21.6,85.65,62.3,44804.5,15899,0
12,Morning,40-50,SingleVO,Parent,East North Central,Home,4.9,0.6,682,21.6,85.65,62.3,44804.5,15899,0
2,Morning,20-30,SingleVO,Parent,East North Central,Home,4.9,0.6,682,21.6,85.65,62.3,44804.5,15899,0
5,Afternoon,40-50,MultVic,Parent,East North Central,Home,4.9,0.6,682,21.6,85.65,62.3,44804.5,15899,0
0.5,Afternoon,20-30,SingleVO,Parent,East North Central,Home,4.9,0.6,682,21.6,85.65,62.3,44804.5,15899,0
9,Afternoon,20-30,SingleVO,Parent,East North Central,Home,4.9,0.6,682,21.6,85.65,62.3,44804.5,15899,0
15,Afternoon,Unknown,SingleVO,Stranger,East North Central,Road/transit,4.9,0.6,682,21.6,85.65,62.3,44804.5,15899,0
3,Morning,20-30,SingleVO,Known,East North Central,Home,4.9,0.6,682,21.6,85.65,62.3,44804.5,15899,0
3,Afternoon,20-30,SingleVO,Parent,East North Central,Home,4.9,0.6,682,21.6,85.65,62.3,44804.5,15899,0
4,Afternoon,20-30,SingleVO,Parent,East North Central,Home,4.9,0.6,682,21.6,85.65,62.3,44804.5,15899,0
0.5,Afternoon,30-40,SingleVO,Parent,East North Central,Home,4.9,0.6,682,21.6,85.65,62.3,44804.5,15899,0
0.5,Morning,20-30,SingleVO,Parent,East North Central,Home,4.9,0.6,682,21.6,85.65,62.3,44804.5,15899,0
3,Afternoon,30-40,MultVic,Parent,East North Central,Home,4.9,0.6,682,21.6,85.65,62.3,44804.5,15899,0
8,Morning,30-40,SingleVO,Parent,East North Central,Home,4.9,0.6,682,21.6,85.65,62.3,44804.5,15899,0
12,Morning,20-30,SingleVO,Parent,East North Central,Home,4.9,0.6,682,21.6,85.65,62.3,44804.5,15899,0
0.5,Afternoon,20-30,SingleVO,Parent,East North Central,Home,4.9,0.6,682,21.6,85.65,62.3,44804.5,15899,0
2,Night,20-30,SingleVO,Parent,East North Central,Home,4.9,0.6,682,21.6,85.65,62.3,44804.5,15899,0
3,Afternoon,30-40,SingleVO,Parent,East North Central,Home,4.9,0.6,682,21.6,85.65,62.3,44804.5,15899,0
9,Morning,20-30,SingleVO,Parent,East North Central,Home,4.9,0.6,682,21.6,85.65,62.3,44804.5,15899,0
13,Afternoon,20-30,SingleVO,Stranger,East North Central,School,4.9,0.6,682,21.6,85.65,62.3,44804.5,15899,0
7,Unknown,20-30,SingleVO,Parent,East North Central,Home,4.9,0.6,682,21.6,85.65,62.3,44804.5,15899,0
8,Night,30-40,SingleVO,Unknown,East North Central,Home,4.9,0.6,682,21.6,85.65,62.3,44804.5,15899,0
2,Night,20-30,SingleVO,Parent,East North Central,Home,4.9,0.6,682,21.6,85.65,62.3,44804.5,15899,0
7,Night,20-30,SingleVO,Parent,East North Central,Home,4.9,0.6,682,21.6,85.65,62.3,44804.5,15899,0
11,Afternoon,20-30,SingleVO,Parent,East North Central,Home,4.9,0.6,682,21.6,85.65,62.3,44804.5,15899,0
6,Morning,20-30,MultOff,Parent,East North Central,Shopping,4.9,0.6,682,21.6,85.65,62.3,44804.5,15899,0
9,Night,<20,MultVO,Known,East North Central,Home,4.9,0.6,682,21.6,85.65,62.3,44804.5,15899,0
17,Morning,20-30,SingleVO,Known,East North Central,Road/transit,4.9,0.6,682,21.6,85.65,62.3,44804.5,15899,1
14,Afternoon,30-40,SingleVO,Parent,East North Central,School,4.9,0.6,682,21.6,85.65,62.3,44804.5,15899,0
15,Afternoon,Unknown,SingleVO,Stranger,East North Central,Road/transit,4.9,0.6,682,21.6,85.65,62.3,44804.5,15899,0
0.5,Afternoon,<20,SingleVO,Family,East North Central,Home,4.9,0.6,682,21.6,85.65,62.3,44804.5,15899,0
4,Morning,40-50,SingleVO,Parent,East North Central,Home,4.9,0.6,682,21.6,85.65,62.3,44804.5,15899,0
0.5,Afternoon,<20,SingleVO,Parent,East North Central,Home,4.9,0.6,682,21.6,85.65,62.3,44804.5,15899,0
9,Night,20-30,SingleVO,Parent,East North Central,Home,4.9,0.6,682,21.6,85.65,62.3,44804.5,15899,0
13,Afternoon,40-50,SingleVO,Unknown,East North Central,Road/transit,4.9,0.5,682,21.6,85.65,62.3,44804.5,8860,0
6,Morning,20-30,MultVic,Parent,East North Central,Home,4.9,0.5,682,21.6,85.65,62.3,44804.5,8860,0
12,Afternoon,40-50,SingleVO,Stranger,East North Central,Park/outdoor,4.9,0.5,682,21.6,85.65,62.3,44804.5,8860,0
4,Morning,20-30,MultVic,Parent,East North Central,Home,4.9,0.5,682,21.6,85.65,62.3,44804.5,8860,0
10,Morning,>50,MultVic,Unknown,East North Central,Home,4.1,0.6,700,25.1,90.5,62,52211,59173,0
5,Early,20-30,MultVic,Parent,East North Central,Home,4.1,0.6,700,25.1,90.5,62,52211,59173,0
14,Morning,>50,MultVic,Unknown,East North Central,Home,4.1,0.6,700,25.1,90.5,62,52211,59173,0
12,Morning,>50,MultVic,Unknown,East North Central,Home,4.1,0.6,700,25.1,90.5,62,52211,59173,0
2,Early,20-30,MultVic,Parent,East North Central,Home,4.1,0.6,700,25.1,90.5,62,52211,59173,0
9,Unknown,30-40,MultVO,Parent,East North Central,Home,5.1,0.4,633,24,88.5,60.1,45064,107771,0
15,Unknown,40-50,MultVO,Known,East North Central,Home,5.1,0.4,633,24,88.5,60.1,45064,107771,0
15,Unknown,30-40,MultVO,Parent,East North Central,Home,5.1,0.4,633,24,88.5,60.1,45064,107771,0
15,Unknown,<20,MultOff,Known,East North Central,Home,5.1,0.4,633,24,88.5,60.1,45064,107771,1
3,Unknown,20-30,SingleVO,Parent,East North Central,Home,5.1,0.4,633,24,88.5,60.1,45064,107771,0
1,Night,20-30,MultVic,Parent,East North Central,Home,5.1,0.4,633,24,88.5,60.1,45064,107771,0
9,Unknown,40-50,MultVO,Known,East North Central,Home,5.1,0.4,633,24,88.5,60.1,45064,107771,0
2,Night,20-30,MultVic,Parent,East North Central,Home,5.1,0.4,633,24,88.5,60.1,45064,107771,0
15,Unknown,20-30,MultOff,Known,East North Central,Home,5.1,0.4,633,24,88.5,60.1,45064,107771,1
0.5,Unknown,30-40,SingleVO,Parent,East North Central,Other,5.1,0.4,633,24,88.5,60.1,45064,107771,0
11,Night,30-40,MultOff,Known,East North Central,Road/transit,4.9,0.7,682,21.6,85.65,62.3,44804.5,17525,0
5,Afternoon,20-30,SingleVO,Parent,East North Central,Home,4.9,0.7,682,21.6,85.65,62.3,44804.5,17525,0
11,Night,20-30,MultOff,Parent,East North Central,Road/transit,4.9,0.7,682,21.6,85.65,62.3,44804.5,17525,0
3,Morning,30-40,MultVic,Parent,East North Central,Home,5,0.6,676,24.4,90.2,54.9,40438,45248,0
1,Afternoon,20-30,MultVO,Parent,East North Central,Park/outdoor,5,0.6,676,24.4,90.2,54.9,40438,45248,0
2,Afternoon,20-30,MultVO,Parent,East North Central,Park/outdoor,5,0.6,676,24.4,90.2,54.9,40438,45248,0
7,Afternoon,>50,MultVic,Known,East North Central,Home,5,0.6,676,24.4,90.2,54.9,40438,45248,0
8,Night,40-50,MultVic,Unknown,East North Central,Home,5,0.6,676,24.4,90.2,54.9,40438,45248,0
1,Afternoon,20-30,MultVic,Parent,East North Central,Home,5,0.6,676,24.4,90.2,54.9,40438,45248,0
2,Morning,20-30,MultOff,Parent,East North Central,Home,5,0.6,676,24.4,90.2,54.9,40438,45248,0
12,Morning,Unknown,SingleVO,Unknown,East North Central,Road/transit,5,0.6,676,24.4,90.2,54.9,40438,45248,0
5,Afternoon,>50,MultVic,Known,East North Central,Home,5,0.6,676,24.4,90.2,54.9,40438,45248,0
6,Afternoon,20-30,SingleVO,Parent,East North Central,Home,5,0.6,676,24.4,90.2,54.9,40438,45248,0
14,Night,20-30,MultOff,Unknown,East North Central,Home,5,0.6,676,24.4,90.2,54.9,40438,45248,1
9,Morning,30-40,MultVic,Parent,East North Central,School,5,0.6,676,24.4,90.2,54.9,40438,45248,0
16,Night,Unknown,SingleVO,Stranger,East North Central,School,5,0.6,676,24.4,90.2,54.9,40438,45248,1
14,Night,30-40,MultVic,Parent,East North Central,Home,5,0.6,676,24.4,90.2,54.9,40438,45248,0
5,Afternoon,20-30,MultOff,Known,East North Central,School,5,0.6,676,24.4,90.2,54.9,40438,45248,0
10,Morning,30-40,SingleVO,Parent,East North Central,Home,5,0.6,676,24.4,90.2,54.9,40438,45248,0
4,Afternoon,40-50,MultVO,Family,East North Central,Park/outdoor,5,0.6,676,24.4,90.2,54.9,40438,45248,0
0.5,Morning,20-30,MultVic,Parent,East North Central,Home,5,0.6,676,24.4,90.2,54.9,40438,45248,0
11,Morning,30-40,MultVic,Parent,East North Central,School,5,0.6,676,24.4,90.2,54.9,40438,45248,0
14,Night,20-30,MultOff,Family,East North Central,Home,5,0.6,676,24.4,90.2,54.9,40438,45248,1
15,Night,30-40,MultVic,Parent,East North Central,Home,5,0.6,676,24.4,90.2,54.9,40438,45248,0
3,Morning,30-40,MultVic,Parent,East North Central,Home,5,0.6,676,24.4,90.2,54.9,40438,45248,0
1,Afternoon,40-50,MultVO,Family,East North Central,Park/outdoor,5,0.6,676,24.4,90.2,54.9,40438,45248,0
9,Morning,30-40,SingleVO,Parent,East North Central,Home,5,0.6,676,24.4,90.2,54.9,40438,45248,0
5,Morning,20-30,SingleVO,Parent,East North Central,Home,5,0.6,676,24.4,90.2,54.9,40438,45248,0
9,Afternoon,Unknown,SingleVO,Known,East North Central,Road/transit,5,0.6,676,24.4,90.2,54.9,40438,45248,1
14,Night,20-30,MultOff,Family,East North Central,Home,5,0.6,676,24.4,90.2,54.9,40438,45248,1
16,Morning,30-40,SingleVO,Parent,East North Central,Home,5,0.6,676,24.4,90.2,54.9,40438,45248,0
4,Afternoon,20-30,MultVic,Parent,East North Central,Home,5,0.6,676,24.4,90.2,54.9,40438,45248,0
2,Morning,30-40,MultOff,Unknown,East North Central,Home,5,0.6,676,24.4,90.2,54.9,40438,45248,0
13,Night,Unknown,SingleVO,Stranger,East North Central,Road/transit,5,0.6,676,24.4,90.2,54.9,40438,45248,0
0.5,Night,20-30,SingleVO,Parent,East North Central,Home,5,0.6,676,24.4,90.2,54.9,40438,45248,0
8,Afternoon,Unknown,SingleVO,Unknown,East North Central,Road/transit,5,0.6,676,24.4,90.2,54.9,40438,45248,1
3,Night,30-40,SingleVO,Parent,East North Central,Home,5,0.6,676,24.4,90.2,54.9,40438,45248,0
2,Morning,20-30,MultOff,Known,East North Central,Home,5,0.6,676,24.4,90.2,54.9,40438,45248,0
3,Night,40-50,MultVic,Unknown,East North Central,Home,5,0.6,676,24.4,90.2,54.9,40438,45248,0
2,Afternoon,40-50,MultVO,Family,East North Central,Park/outdoor,5,0.6,676,24.4,90.2,54.9,40438,45248,0
4,Morning,40-50,SingleVO,Parent,East North Central,Home,5,0.6,676,24.4,90.2,54.9,40438,45248,0
6,Afternoon,30-40,SingleVO,Parent,East North Central,Home,5,0.6,676,24.4,90.2,54.9,40438,45248,0
9,Afternoon,30-40,SingleVO,Parent,East North Central,Home,5,0.6,676,24.4,90.2,54.9,40438,45248,0
1,Morning,20-30,MultVic,Parent,East North Central,Home,5,0.6,676,24.4,90.2,54.9,40438,45248,0
3,Afternoon,20-30,SingleVO,Parent,East North Central,School,5,0.6,676,24.4,90.2,54.9,40438,45248,0
2,Night,20-30,SingleVO,Parent,East North Central,Home,5,0.6,676,24.4,90.2,54.9,40438,45248,0
10,Morning,30-40,MultVic,Parent,East North Central,School,5,0.6,676,24.4,90.2,54.9,40438,45248,0
5,Afternoon,30-40,MultOff,Parent,East North Central,School,5,0.6,676,24.4,90.2,54.9,40438,45248,0
9,Morning,30-40,SingleVO,Parent,East North Central,Home,5,0.6,676,24.4,90.2,54.9,40438,45248,0
4,Afternoon,20-30,MultVO,Parent,East North Central,Park/outdoor,5,0.6,676,24.4,90.2,54.9,40438,45248,0
12,Afternoon,30-40,SingleVO,Parent,East North Central,Home,5,0.6,676,24.4,90.2,54.9,40438,45248,0
0.5,Morning,20-30,SingleVO,Known,East North Central,Home,5.3,0.6,648,25.4,85.1,60.5,40771,136146,0
17,Night,Unknown,SingleVO,Stranger,East North Central,Road/transit,5.3,0.6,648,25.4,85.1,60.5,40771,136146,0
6,Early,40-50,MultVic,Parent,East North Central,Home,5.3,0.6,648,25.4,85.1,60.5,40771,136146,0
3,Early,40-50,MultVic,Parent,East North Central,Home,5.3,0.6,648,25.4,85.1,60.5,40771,136146,0
7,Night,30-40,SingleVO,Parent,East North Central,Home,5.3,0.6,648,25.4,85.1,60.5,40771,136146,0
2,Night,20-30,SingleVO,Known,East North Central,Home,4,0.7,718,24.3,92.9,59.7,43921,52293,0
7,Unknown,40-50,MultVic,Family,East North Central,Home,4,0.7,718,24.3,92.9,59.7,43921,52293,0
3,Unknown,40-50,MultVic,Family,East North Central,Home,4,0.7,718,24.3,92.9,59.7,43921,52293,0
12,Night,Unknown,SingleVO,Unknown,East North Central,Road/transit,4.4,0.5,614,24.7,89.6,61.1,44756,25949,0
14,Night,>50,SingleVO,Parent,East North Central,Home,5.8,0.7,566,22.2,86.6,53.5,37573,26152,0
10,Afternoon,>50,SingleVO,Family,East North Central,Home,5.8,0.7,566,22.2,86.6,53.5,37573,26152,0
2,Night,20-30,SingleVO,Parent,East North Central,Home,5.8,0.7,566,22.2,86.6,53.5,37573,26152,0
3,Afternoon,30-40,SingleVO,Parent,East North Central,Home,5.8,0.7,566,22.2,86.6,53.5,37573,26152,0
2,Afternoon,30-40,SingleVO,Parent,East North Central,Home,5.8,0.7,566,22.2,86.6,53.5,37573,26152,0
17,Afternoon,40-50,SingleVO,Known,East North Central,School,5.8,0.7,566,22.2,86.6,53.5,37573,26152,0
9,Afternoon,30-40,SingleVO,Unknown,East North Central,Home,6,0.4,594,25.9,82.5,53.3,38996,38520,1
2,Afternoon,20-30,SingleVO,Parent,East North Central,Unknown,6,0.4,594,25.9,82.5,53.3,38996,38520,0
8,Afternoon,40-50,MultVic,Unknown,East North Central,Road/transit,6,0.4,594,25.9,82.5,53.3,38996,38520,0
14,Unknown,30-40,SingleVO,Parent,East North Central,Unknown,6,0.4,594,25.9,82.5,53.3,38996,38520,0
9,Afternoon,40-50,MultVic,Unknown,East North Central,Road/transit,6,0.4,594,25.9,82.5,53.3,38996,38520,0
13,Morning,>50,MultVic,Parent,East North Central,Home,6,0.4,594,25.9,82.5,53.3,38996,38520,0
2,Afternoon,30-40,MultOff,Unknown,East North Central,Home,6,0.4,594,25.9,82.5,53.3,38996,38520,0
5,Unknown,30-40,MultOff,Family,East North Central,Home,6,0.4,594,25.9,82.5,53.3,38996,38520,0
2,Afternoon,20-30,MultOff,Known,East North Central,Home,6,0.4,594,25.9,82.5,53.3,38996,38520,0
3,Unknown,30-40,SingleVO,Parent,East North Central,Unknown,6,0.4,594,25.9,82.5,53.3,38996,38520,0
2,Afternoon,20-30,MultOff,Known,East North Central,Home,6,0.4,594,25.9,82.5,53.3,38996,38520,0
5,Unknown,30-40,MultOff,Family,East North Central,Home,6,0.4,594,25.9,82.5,53.3,38996,38520,0
15,Afternoon,40-50,MultVic,Unknown,East North Central,Road/transit,6,0.4,594,25.9,82.5,53.3,38996,38520,0
11,Morning,>50,MultVic,Parent,East North Central,Home,6,0.4,594,25.9,82.5,53.3,38996,38520,0
8,Afternoon,40-50,SingleVO,Parent,East North Central,Home,6,0.4,594,25.9,82.5,53.3,38996,38520,0
2,Morning,>50,SingleVO,Family,East North Central,Home,6,0.4,594,25.9,82.5,53.3,38996,38520,0
7,Night,40-50,SingleVO,Parent,East North Central,Home,6,0.4,594,25.9,82.5,53.3,38996,38520,0
